State_UT,Year,Month,Temperature_Mean_C,Temperature_Max_C,Temperature_Min_C,Relative_Humidity_Mean,Dew_Point_Mean_C,Precipitation_Sum_mm,Pressure_msl_Mean_hPa,Wind_Speed_kmh,Wind_Direction_Dominant_deg,Wet_Bulb_Temp_C,Heat_Index_C,WBGT_C,Year_numeric,Month_sin,Month_cos,State_Andaman and Nicobar Islands,State_Andhra Pradesh,State_Arunachal Pradesh,State_Assam,State_Bihar,State_Chandigarh,State_Chhattisgarh,State_Dadra and Nagar Haveli and Daman and Diu,State_Delhi,State_Goa,State_Gujarat,State_Haryana,State_Himachal Pradesh,State_Jammu and Kashmir,State_Jharkhand,State_Karnataka,State_Kerala,State_Ladakh,State_Lakshadweep,State_Madhya Pradesh,State_Maharashtra,State_Manipur,State_Meghalaya,State_Mizoram,State_Nagaland,State_Odisha,State_Puducherry,State_Punjab,State_Rajasthan,State_Sikkim,State_Tamil Nadu,State_Telangana,State_Tripura,State_Uttar Pradesh,State_Uttarakhand,State_West Bengal,Alert_Status,Heatwave_Days
Bihar,2011,6,31.436666666666667,42.8,25.5,68.36666666666666,24.07333333333333,250.6,997.56,38.088,118.73333333333332,26.423497943839177,37.2616770034602,32.149024691928794,2011,1.2246467991473532e-16,-1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alert,2
Bihar,2011,7,30.280645161290323,35.9,25.7,77.74193548387096,25.81290322580645,167.9,999.3967741935484,32.516129032258064,142.96774193548387,27.04314872043528,37.86526224619512,31.737083253582675,2011,-0.4999999999999997,-0.8660254037844388,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Alert,0
Bihar,2011,8,29.161290322580644,35.1,25.3,83.48387096774194,25.958064516129035,406.8,1000.8129032258064,33.02709677419355,129.5483870967742,26.821794562746003,35.812983234256215,31.015416876062407,2011,-0.8660254037844384,-0.5000000000000004,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Alert,0
Bihar,2011,9,28.60333333333333,34.7,25.1,84.1,25.53,287.6,1002.2366666666666,35.1,155.93333333333334,26.373572083384023,34.385206653887344,30.52290382876992,2011,-1.0,-1.8369701987210297e-16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Alert,0
Bihar,2011,10,26.693548387096776,33.4,15.4,76.96774193548387,22.01290322580645,16.0,1009.6032258064516,19.858064516129037,237.5483870967742,23.53619274556434,29.020903721341025,28.324965684490657,2011,-0.8660254037844386,0.5000000000000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Alert,0
Bihar,2011,11,21.996666666666663,30.8,13.6,73.86666666666666,16.68,0.0,1013.3166666666668,20.316,193.06666666666663,18.646255001952948,21.996666666666663,23.740088215767507,2011,-0.5000000000000004,0.8660254037844384,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Alert,0
Bihar,2011,12,16.43548387096774,28.7,6.6,75.2258064516129,11.606451612903228,0.0,1015.132258064516,21.53032258064516,224.5483870967742,13.555133558652043,16.43548387096774,18.58608684338897,2011,-2.4492935982947064e-16,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Alert,0
Bihar,2012,1,15.96774193548387,24.8,7.1,76.38709677419355,11.40967741935484,45.9,1015.2483870967742,29.427096774193547,208.6129032258065,13.270976680957496,15.96774193548387,18.20920351303565,2012,0.49999999999999994,0.8660254037844387,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Alert,0
Bihar,2012,2,19.67586206896552,32.8,8.3,60.10344827586207,10.993103448275862,14.3,1012.1586206896552,35.81379310344828,244.41379310344828,14.700269099926745,19.67586206896552,20.873419549374656,2012,0.8660254037844386,0.5000000000000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Alert,0
Bihar,2012,3,24.90967741935484,39.3,12.8,46.80645161290322,11.570967741935483,2.8,1009.1322580645162,34.15354838709678,239.0,17.301549342074313,24.808831722286964,24.8632959882094,2012,1.0,6.123233995736766e-17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Alert,0
Bihar,2012,4,30.826666666666664,41.3,21.0,43.13333333333333,15.64,6.0,1005.16,37.152,202.36666666666667,21.53685484244409,31.076104769249977,29.88270395308053,2012,0.8660254037844387,-0.4999999999999998,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Alert,0
Bihar,2012,5,34.23548387096774,44.5,22.8,38.064516129032256,16.690322580645162,2.3,1000.951612903226,32.55096774193549,159.61290322580646,23.324395332260902,35.809827588025705,32.51800672041724,2012,0.49999999999999994,-0.8660254037844387,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alert,9
Bihar,2012,6,35.04333333333333,45.4,26.4,50.93333333333333,21.953333333333333,76.60000000000001,995.62,39.0,205.86666666666667,26.41296383099624,40.4537388610136,34.18986478558152,2012,1.2246467991473532e-16,-1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alert,15
Bihar,2012,7,30.0258064516129,38.8,25.8,79.93548387096774,25.967741935483872,297.8,997.667741935484,35.05935483870967,142.3548387096774,27.091390684586063,37.41822869945726,31.61154879710684,2012,-0.4999999999999997,-0.8660254037844388,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Alert,0
Bihar,2012,8,29.700000000000003,35.3,26.0,82.0,26.17096774193548,260.7,1000.5258064516128,31.343225806451613,130.5483870967742,27.12911635857795,37.225212652727,31.44164272892113,2012,-0.8660254037844384,-0.5000000000000004,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Alert,0
Bihar,2012,9,28.96333333333333,34.8,24.5,81.93333333333334,25.40666666666667,203.3,1004.4266666666666,31.356,179.0,26.39948462778022,34.97761057463678,30.737207458717627,2012,-1.0,-1.8369701987210297e-16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Alert,0
Bihar,2012,10,25.89032258064516,35.6,16.5,75.83870967741936,20.951612903225808,71.7,1010.8483870967742,21.390967741935484,218.4516129032258,22.607328064646808,27.49562213879821,27.504492832632,2012,-0.8660254037844386,0.5000000000000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Alert,0
Bihar,2012,11,20.2,29.1,10.3,73.63333333333334,14.836666666666668,14.6,1013.0066666666668,25.632,225.33333333333331,16.948098981400783,20.2,22.054002899690506,2012,-0.5000000000000004,0.8660254037844384,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Alert,0
Bihar,2012,12,16.229032258064517,28.1,6.7,74.19354838709677,11.170967741935485,2.5000000000000004,1014.451612903226,27.870967741935484,225.6451612903226,13.235547490242483,16.229032258064517,18.34343145398788,2012,-2.4492935982947064e-16,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Alert,0
Bihar,2013,1,14.69032258064516,29.1,3.7,71.83870967741936,9.19032258064516,0.0,1016.4741935483872,27.743225806451616,226.1290322580645,11.54114088339352,14.69032258064516,16.80508127039946,2013,0.49999999999999994,0.8660254037844387,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Alert,0
Bihar,2013,2,19.446428571428573,31.9,9.0,69.0,12.957142857142856,21.6,1015.032142857143,30.38142857142857,255.8571428571429,15.621191652550229,19.446428571428573,21.10525331945224,2013,0.8660254037844386,0.5000000000000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Alert,0
Bihar,2013,3,25.361290322580647,36.6,15.1,51.38709677419355,13.703225806451613,1.7,1010.6419354838712,34.339354838709674,247.8709677419355,18.47811679077825,25.45550172372667,25.58175151167908,2013,1.0,6.123233995736766e-17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Alert,0
Bihar,2013,4,30.28666666666667,43.1,20.0,45.86666666666667,15.87,33.0,1005.68,36.0,202.33333333333331,21.576458763427123,30.92687464564855,29.59208829402686,2013,0.8660254037844387,-0.4999999999999998,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alert,1
Bihar,2013,5,32.71612903225807,43.9,23.0,55.38709677419355,21.083870967741937,101.0,1000.6193548387096,45.05806451612903,106.83870967741936,25.310732635202143,37.29632366360427,32.43716308692476,2013,0.49999999999999994,-0.8660254037844387,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alert,3
Bihar,2013,6,30.62,38.4,23.6,76.23333333333333,25.78666666666667,134.79999999999998,998.6833333333332,37.716,113.0,27.119446247977432,38.31297961679317,31.95948237545513,2013,1.2246467991473532e-16,-1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Alert,0
Bihar,2013,7,30.44516129032258,35.4,26.0,78.45161290322581,26.138709677419357,159.7,997.8,38.3341935483871,107.51612903225806,27.30854200988888,38.51858345941072,31.934663461499238,2013,-0.4999999999999997,-0.8660254037844388,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Alert,0
Bihar,2013,8,29.45483870967742,35.8,25.4,82.25806451612904,25.970967741935485,329.0,1000.9741935483872,30.425806451612903,120.48387096774194,26.925832489517028,36.50205554548421,31.222745716767285,2013,-0.8660254037844384,-0.5000000000000004,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Alert,0
Bihar,2013,9,29.34333333333333,35.1,24.8,81.8,25.76333333333333,173.8,1004.2466666666668,26.496,161.1,26.751417228091384,35.98646616887033,31.090976970639915,2013,-1.0,-1.8369701987210297e-16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Alert,0
Bihar,2013,10,26.21935483870968,33.6,18.9,84.41935483870968,23.25483870967742,161.4,1009.5451612903228,29.88,145.8709677419355,24.1176084064637,27.95185535438669,28.284594297288624,2013,-0.8660254037844386,0.5000000000000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Alert,0
Bihar,2013,11,20.433333333333334,30.7,11.0,73.46666666666667,15.063333333333333,0.1,1014.54,23.256000000000004,261.7333333333333,17.132710805425635,20.433333333333334,22.258855346532275,2013,-0.5000000000000004,0.8660254037844384,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Alert,0
Bihar,2013,12,17.23548387096774,27.2,10.0,73.61290322580645,12.051612903225807,0.0,1015.332258064516,26.442580645161293,221.5483870967742,14.131464281699085,17.23548387096774,19.26618481754645,2013,-2.4492935982947064e-16,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Alert,0
Bihar,2014,1,15.390322580645162,24.5,6.1,80.06451612903226,11.73225806451613,39.9,1018.1645161290322,27.82451612903226,230.29032258064515,13.117351728058008,15.390322580645162,17.8214321323526,2014,0.49999999999999994,0.8660254037844387,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Alert,0
Bihar,2014,2,17.907142857142855,28.4,8.5,72.67857142857143,12.37857142857143,50.4,1013.875,32.81142857142857,237.4642857142857,14.644530691945777,17.907142857142855,19.848650561934694,2014,0.8660254037844386,0.5000000000000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Alert,0
Bihar,2014,3,24.18387096774193,38.3,14.1,60.29032258064516,14.980645161290322,15.4,1012.232258064516,35.18709677419355,240.4193548387097,18.637587042802625,24.23434678648517,24.97682654653111,2014,1.0,6.123233995736766e-17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Alert,0
Bihar,2014,4,30.676666666666662,41.6,20.2,37.06666666666667,13.343333333333334,1.9,1007.3066666666668,35.784,250.16666666666663,20.350945357018897,30.2985541331527,29.33159152530843,2014,0.8660254037844387,-0.4999999999999998,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Alert,0
Bihar,2014,5,32.906451612903226,43.4,23.7,47.2258064516129,18.661290322580644,61.6,1003.3258064516128,43.07225806451613,193.4516129032258,23.81627020189807,34.79450708209961,31.95775225386207,2014,0.49999999999999994,-0.8660254037844387,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alert,1
Bihar,2014,6,33.05,42.4,25.4,65.3,24.996666666666663,109.5,997.7733333333332,29.58,160.56666666666666,27.501742302720785,41.269064503147085,33.487534724969265,2014,1.2246467991473532e-16,-1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alert,5
Bihar,2014,7,30.01935483870968,36.6,25.9,81.58064516129032,26.36774193548387,231.3,998.9193548387096,33.60774193548387,114.83870967741936,27.370461559957956,38.12140294668601,31.71756558661186,2014,-0.4999999999999997,-0.8660254037844388,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Alert,0
Bihar,2014,8,29.80967741935484,36.4,25.3,81.3225806451613,26.12258064516129,203.9,1001.3225806451612,29.996129032258064,178.80645161290323,27.12899579556009,37.349700593202144,31.503782444429312,2014,-0.8660254037844384,-0.5000000000000004,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Alert,0
Bihar,2014,9,29.11,35.3,24.3,81.03333333333333,25.37,128.8,1004.66,30.504,160.06666666666666,26.417943290242377,35.25399760028596,30.827621713065252,2014,-1.0,-1.8369701987210297e-16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Alert,0
Bihar,2014,10,26.548387096774192,34.1,19.4,79.70967741935483,22.51290322580645,33.3,1011.6483870967742,21.34451612903226,204.1935483870968,23.781204692600586,28.76425536376388,28.338948928063,2014,-0.8660254037844386,0.5000000000000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Alert,0
Bihar,2014,11,21.040000000000003,31.0,11.3,68.56666666666666,14.5,0.0,1013.43,25.44,272.26666666666665,17.078930629842795,21.040000000000003,22.58169973752822,2014,-0.5000000000000004,0.8660254037844384,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Alert,0
Bihar,2014,12,15.567741935483872,29.2,6.2,77.19354838709677,11.209677419354838,14.5,1016.5032258064516,26.24516129032258,266.4516129032258,12.94006688427084,15.567741935483872,17.852355962937796,2014,-2.4492935982947064e-16,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Alert,0
Bihar,2015,1,15.693548387096774,25.4,6.6,80.87096774193549,12.2,34.8,1017.2387096774194,28.39354838709677,236.38709677419357,13.496381478263071,15.693548387096774,18.14231985644126,2015,0.49999999999999994,0.8660254037844387,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Alert,0
Bihar,2015,2,20.310714285714287,31.1,7.5,71.85714285714286,14.610714285714286,3.8,1014.5178571428572,26.42142857142857,200.3571428571429,16.797953525517613,20.310714285714287,22.057770735528425,2015,0.8660254037844386,0.5000000000000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Alert,0
Bihar,2015,3,24.661290322580644,37.3,14.0,60.2258064516129,15.629032258064516,29.4,1013.0870967741936,35.55870967741935,221.38709677419357,19.168173046791825,25.03186764409413,25.456043620292416,2015,1.0,6.123233995736766e-17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Alert,0
Bihar,2015,4,29.18,40.9,21.5,56.0,18.543333333333337,27.5,1007.6133333333332,34.212,185.86666666666667,22.48345305527778,30.73847097443705,29.321057050724168,2015,0.8660254037844387,-0.4999999999999998,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Alert,0
Bihar,2015,5,33.935483870967744,45.3,23.5,49.935483870967744,20.87741935483871,8.9,1002.7612903225806,36.27870967741936,130.7741935483871,25.51465938142739,38.61700266804428,33.20868049173967,2015,0.49999999999999994,-0.8660254037844387,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alert,5
Bihar,2015,6,32.989999999999995,44.5,25.3,61.5,23.76,142.29999999999998,999.5466666666669,35.712,158.26666666666668,26.700324597641107,39.43055196827858,33.138557566872954,2015,1.2246467991473532e-16,-1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alert,7
Bihar,2015,7,29.76774193548387,36.8,26.0,81.3225806451613,26.08709677419355,277.5,999.6064516129032,36.42967741935484,185.5483870967742,27.081421916289493,37.162469419907154,31.461308490521123,2015,-0.4999999999999997,-0.8660254037844388,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Alert,0
Bihar,2015,8,29.83225806451613,36.1,25.1,81.93548387096774,26.316129032258065,261.5,1001.883870967742,31.912258064516127,170.2258064516129,27.245692532833072,37.65068200504423,31.56244748798404,2015,-0.8660254037844384,-0.5000000000000004,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Alert,0
Bihar,2015,9,30.066666666666663,35.9,23.9,76.3,25.22,73.8,1005.2,31.536,184.8,26.61566584817762,36.837181221131,31.447756678333803,2015,-1.0,-1.8369701987210297e-16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Alert,0
Bihar,2015,10,27.47741935483871,35.8,18.7,71.2258064516129,21.40322580645161,5.8,1011.2612903225806,22.28516129032258,184.48387096774192,23.42116201397394,30.15305359100304,28.724213445685308,2015,-0.8660254037844386,0.5000000000000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Alert,0
Bihar,2015,11,23.33,32.0,13.4,71.46666666666667,17.44333333333333,0.3,1013.9133333333334,22.56,226.1,19.57705059923804,23.33,24.86189088550055,2015,-0.5000000000000004,0.8660254037844384,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Alert,0
Bihar,2015,12,17.796774193548387,31.2,7.2,72.87096774193549,12.474193548387095,0.9,1016.4322580645162,24.793548387096774,226.0967741935484,14.593290609101436,17.796774193548387,19.7659341771188,2015,-2.4492935982947064e-16,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Alert,0
Bihar,2016,1,16.412903225806453,27.8,6.4,74.16129032258064,11.293548387096775,28.3,1016.5096774193548,24.851612903225806,202.16129032258064,13.405213785218937,16.412903225806453,18.514365146623295,2016,0.49999999999999994,0.8660254037844387,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Alert,0
Bihar,2016,2,21.610344827586207,33.4,8.9,64.79310344827586,14.03448275862069,4.8,1014.6,30.786206896551725,186.5862068965517,17.060974108258556,21.610344827586207,22.898028341786997,2016,0.8660254037844386,0.5000000000000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Alert,0
Bihar,2016,3,27.406451612903226,38.9,16.2,49.32258064516129,14.693548387096774,9.5,1011.0677419354838,34.1883870967742,230.0,19.841339211483337,27.544168213680383,27.27710437462908,2016,1.0,6.123233995736766e-17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Alert,0
Bihar,2016,4,34.18,44.4,22.3,34.53333333333333,14.663333333333332,0.1,1004.13,47.664,234.1,22.26169771614478,34.55724225100071,32.0689072024449,2016,0.8660254037844387,-0.4999999999999998,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alert,16
Bihar,2016,5,32.78064516129032,42.7,24.7,52.41935483870968,20.990322580645163,28.6,1002.6354838709676,35.9883870967742,104.80645161290325,25.052014147964897,36.59291104196952,32.37206736660182,2016,0.49999999999999994,-0.8660254037844387,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alert,1
Bihar,2016,6,33.04333333333333,42.0,26.3,63.333333333333336,24.60333333333333,97.4,1000.91,36.96,100.53333333333332,27.21027755482584,40.54467976374392,33.36920907904656,2016,1.2246467991473532e-16,-1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alert,2
Bihar,2016,7,30.02258064516129,36.8,26.6,80.29032258064517,26.12258064516129,232.1,999.8096774193548,36.48774193548388,143.09677419354838,27.17533467317485,37.70334440155298,31.64270975236417,2016,-0.4999999999999997,-0.8660254037844388,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Alert,0
Bihar,2016,8,29.9741935483871,36.3,26.0,81.0,26.225806451612904,200.8,1000.3032258064516,37.31225806451613,114.90322580645162,27.243586837412977,37.83966997495455,31.642097369038783,2016,-0.8660254037844384,-0.5000000000000004,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Alert,0
Bihar,2016,9,28.73333333333333,35.2,25.2,86.7,26.186666666666667,489.0,1004.1566666666666,25.332,146.9,26.88547463854307,35.35748238359064,30.797791532947425,2016,-1.0,-1.8369701987210297e-16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Alert,0
Bihar,2016,10,27.10967741935484,34.9,18.3,78.54838709677419,22.835483870967742,60.5,1008.267741935484,21.193548387096776,219.16129032258064,24.155492143537614,29.9920749538373,28.80429550918448,2016,-0.8660254037844386,0.5000000000000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Alert,0
Bihar,2016,11,21.613333333333333,32.6,13.7,73.36666666666666,16.226666666666667,0.0,1013.2466666666668,24.78,258.93333333333334,18.21829705839741,21.613333333333333,23.354550743950185,2016,-0.5000000000000004,0.8660254037844384,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Alert,0
Bihar,2016,12,16.958064516129035,28.6,9.4,81.29032258064517,13.474193548387095,0.0,1015.5193548387095,24.22451612903226,254.32258064516128,14.7598145303521,16.958064516129035,19.35582969107353,2016,-2.4492935982947064e-16,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Alert,0
Bihar,2017,1,16.641935483870967,27.6,5.8,75.83870967741936,11.929032258064517,12.3,1016.5258064516128,28.498064516129038,223.58064516129036,13.835171379205695,16.641935483870967,18.81319977138268,2017,0.49999999999999994,0.8660254037844387,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Alert,0
Bihar,2017,2,20.317857142857143,34.5,10.2,63.46428571428572,12.367857142857144,1.6,1014.6178571428572,29.610000000000003,241.57142857142856,15.683717252446124,20.317857142857143,21.623925880211324,2017,0.8660254037844386,0.5000000000000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Alert,0
Bihar,2017,3,25.11935483870968,40.8,12.7,55.67741935483871,14.564516129032258,8.1,1009.6451612903226,31.552258064516128,194.74193548387095,18.962594911181327,25.874589937626823,25.63497399364265,2017,1.0,6.123233995736766e-17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alert,1
