time,temperature_2m_mean,temperature_2m_max,temperature_2m_min,relative_humidity_2m_mean,dew_point_2m_mean,precipitation_sum,wind_speed_10m_mean,wind_direction_10m_dominant,pressure_msl_mean,State_UT,Latitude,Longitude,Region
2013-11-01,23.8,28.7,18.8,80,19.9,0.0,4.9,52,1014.2,Tripura,23.9408,91.9882,Northeast
2013-11-02,23.6,29.0,17.9,80,19.7,0.0,4.4,45,1013.7,Tripura,23.9408,91.9882,Northeast
2013-11-03,23.7,29.1,18.8,82,20.2,0.0,5.1,36,1014.7,Tripura,23.9408,91.9882,Northeast
2013-11-04,23.7,29.0,19.3,82,20.1,0.0,6.3,29,1015.8,Tripura,23.9408,91.9882,Northeast
2013-11-05,24.1,29.2,19.6,79,20.0,0.0,5.9,30,1015.7,Tripura,23.9408,91.9882,Northeast
2013-11-06,24.4,29.7,19.0,81,20.7,0.0,4.2,20,1015.3,Tripura,23.9408,91.9882,Northeast
2013-11-07,24.3,30.5,18.7,81,20.5,0.0,3.7,54,1014.1,Tripura,23.9408,91.9882,Northeast
2013-11-08,23.8,30.0,18.3,82,20.2,0.0,3.8,37,1012.9,Tripura,23.9408,91.9882,Northeast
2013-11-09,23.8,29.8,18.2,79,19.8,0.0,6.1,18,1012.3,Tripura,23.9408,91.9882,Northeast
2013-11-10,23.9,29.6,18.2,75,18.9,0.0,6.0,23,1011.0,Tripura,23.9408,91.9882,Northeast
2013-11-11,23.3,29.4,16.9,78,18.9,0.0,4.3,14,1009.8,Tripura,23.9408,91.9882,Northeast
2013-11-12,23.5,29.7,18.0,76,18.7,0.0,5.8,19,1010.8,Tripura,23.9408,91.9882,Northeast
2013-11-13,22.8,28.8,17.2,79,18.7,0.0,5.5,15,1011.3,Tripura,23.9408,91.9882,Northeast
2013-11-14,22.5,29.2,17.0,77,18.0,0.0,6.3,23,1012.1,Tripura,23.9408,91.9882,Northeast
2013-11-15,22.8,30.4,16.7,76,17.9,0.0,7.3,40,1012.5,Tripura,23.9408,91.9882,Northeast
2013-11-16,23.2,30.1,16.9,72,17.3,0.0,7.7,31,1013.8,Tripura,23.9408,91.9882,Northeast
2013-11-17,23.3,28.6,17.6,77,18.9,0.0,5.9,1,1013.1,Tripura,23.9408,91.9882,Northeast
2013-11-18,23.5,29.2,18.3,79,19.4,0.0,3.6,290,1013.6,Tripura,23.9408,91.9882,Northeast
2013-11-19,23.0,29.1,18.1,75,18.0,0.0,2.7,303,1013.7,Tripura,23.9408,91.9882,Northeast
2013-11-20,22.3,28.1,15.7,74,17.1,0.0,3.0,350,1012.2,Tripura,23.9408,91.9882,Northeast
2013-11-21,21.8,27.9,15.6,75,17.0,0.0,5.2,34,1012.2,Tripura,23.9408,91.9882,Northeast
2013-11-22,21.6,28.4,14.2,77,17.2,0.0,5.3,16,1013.3,Tripura,23.9408,91.9882,Northeast
2013-11-23,21.7,27.6,15.9,72,16.1,0.0,4.2,6,1013.1,Tripura,23.9408,91.9882,Northeast
2013-11-24,20.5,27.3,14.8,76,15.8,0.0,3.3,21,1013.2,Tripura,23.9408,91.9882,Northeast
2013-11-25,21.0,27.3,14.9,75,16.0,0.0,2.5,338,1010.9,Tripura,23.9408,91.9882,Northeast
2013-11-26,21.2,28.0,15.2,84,18.0,0.0,2.0,138,1010.0,Tripura,23.9408,91.9882,Northeast
2013-11-27,22.6,29.2,16.3,86,19.8,0.0,2.9,46,1012.4,Tripura,23.9408,91.9882,Northeast
2013-11-28,24.4,29.8,19.6,86,21.7,0.5,3.6,27,1014.7,Tripura,23.9408,91.9882,Northeast
2013-11-29,23.3,29.0,19.1,85,20.4,0.0,3.3,265,1014.3,Tripura,23.9408,91.9882,Northeast
2013-11-30,22.6,28.1,16.7,76,17.9,0.0,3.4,351,1013.9,Tripura,23.9408,91.9882,Northeast
2013-11-01,24.4,30.9,19.2,72,18.5,0.0,5.7,275,1013.3,Uttar Pradesh,26.8467,80.9462,North
2013-11-02,24.4,30.1,20.6,73,19.0,0.2,6.6,290,1012.9,Uttar Pradesh,26.8467,80.9462,North
2013-11-03,22.2,28.8,17.5,63,14.6,0.0,8.5,297,1014.8,Uttar Pradesh,26.8467,80.9462,North
2013-11-04,20.2,28.3,13.6,64,12.7,0.0,7.4,287,1017.0,Uttar Pradesh,26.8467,80.9462,North
2013-11-05,19.6,28.4,12.9,67,12.6,0.0,5.7,344,1017.2,Uttar Pradesh,26.8467,80.9462,North
2013-11-06,20.3,28.1,13.7,68,13.6,0.0,4.3,140,1016.6,Uttar Pradesh,26.8467,80.9462,North
2013-11-07,21.0,27.6,14.5,72,15.2,0.0,4.4,120,1015.3,Uttar Pradesh,26.8467,80.9462,North
2013-11-08,20.9,25.1,17.5,74,15.9,0.0,5.1,331,1014.7,Uttar Pradesh,26.8467,80.9462,North
2013-11-09,21.2,27.7,15.0,70,15.0,0.0,6.4,319,1015.2,Uttar Pradesh,26.8467,80.9462,North
2013-11-10,20.9,27.9,15.4,60,11.9,0.0,9.6,298,1015.5,Uttar Pradesh,26.8467,80.9462,North
2013-11-11,19.9,26.9,14.8,59,11.2,0.0,9.5,278,1013.2,Uttar Pradesh,26.8467,80.9462,North
2013-11-12,19.1,26.6,13.5,64,11.5,0.0,7.5,274,1013.1,Uttar Pradesh,26.8467,80.9462,North
2013-11-13,18.9,26.9,12.3,64,11.2,0.0,7.6,291,1013.4,Uttar Pradesh,26.8467,80.9462,North
2013-11-14,18.9,27.2,12.2,63,11.1,0.0,6.8,288,1014.2,Uttar Pradesh,26.8467,80.9462,North
2013-11-15,19.2,27.3,13.2,62,11.2,0.0,6.5,308,1015.5,Uttar Pradesh,26.8467,80.9462,North
2013-11-16,19.3,26.9,13.0,64,11.8,0.0,6.7,314,1016.9,Uttar Pradesh,26.8467,80.9462,North
2013-11-17,19.4,27.5,13.1,60,10.8,0.0,9.0,292,1016.6,Uttar Pradesh,26.8467,80.9462,North
2013-11-18,19.2,27.9,12.7,59,10.1,0.0,9.9,277,1015.9,Uttar Pradesh,26.8467,80.9462,North
2013-11-19,18.7,27.8,11.9,58,9.4,0.0,8.6,282,1015.2,Uttar Pradesh,26.8467,80.9462,North
2013-11-20,18.4,27.2,11.6,60,9.8,0.0,7.7,289,1013.1,Uttar Pradesh,26.8467,80.9462,North
2013-11-21,18.1,26.8,12.0,64,10.3,0.0,5.2,100,1012.9,Uttar Pradesh,26.8467,80.9462,North
2013-11-22,19.0,26.9,12.0,63,11.2,0.0,3.1,144,1015.0,Uttar Pradesh,26.8467,80.9462,North
2013-11-23,18.0,26.5,10.7,66,11.0,0.0,7.2,271,1014.3,Uttar Pradesh,26.8467,80.9462,North
2013-11-24,19.0,27.5,12.4,69,12.5,0.0,8.0,279,1014.5,Uttar Pradesh,26.8467,80.9462,North
2013-11-25,19.5,27.9,12.9,63,11.7,0.0,10.8,278,1012.2,Uttar Pradesh,26.8467,80.9462,North
2013-11-26,19.2,27.8,13.4,62,11.1,0.0,11.2,290,1011.0,Uttar Pradesh,26.8467,80.9462,North
2013-11-27,19.2,27.2,12.3,66,12.1,0.0,5.2,312,1013.6,Uttar Pradesh,26.8467,80.9462,North
2013-11-28,19.7,26.9,11.9,73,14.5,0.0,5.2,53,1016.3,Uttar Pradesh,26.8467,80.9462,North
2013-11-29,19.6,27.4,13.5,73,14.3,0.0,7.7,294,1016.1,Uttar Pradesh,26.8467,80.9462,North
2013-11-30,18.1,26.4,11.8,63,10.3,0.0,9.6,276,1015.0,Uttar Pradesh,26.8467,80.9462,North
2013-11-01,9.2,15.0,5.6,69,3.6,1.5,3.8,48,1017.5,Uttarakhand,30.0668,79.0193,North
2013-11-02,9.0,14.5,3.8,68,3.1,0.5,4.0,353,1016.7,Uttarakhand,30.0668,79.0193,North
2013-11-03,8.8,15.2,2.9,72,3.6,0.2,3.9,18,1017.4,Uttarakhand,30.0668,79.0193,North
2013-11-04,9.2,15.4,3.5,74,4.4,0.0,3.8,322,1019.5,Uttarakhand,30.0668,79.0193,North
2013-11-05,8.9,14.8,3.4,82,5.8,0.0,3.6,189,1019.5,Uttarakhand,30.0668,79.0193,North
2013-11-06,9.2,14.0,5.5,85,6.6,2.0,2.9,98,1019.6,Uttarakhand,30.0668,79.0193,North
2013-11-07,7.3,11.4,3.4,86,4.9,3.5,4.5,69,1018.8,Uttarakhand,30.0668,79.0193,North
2013-11-08,5.9,10.6,2.8,82,2.8,10.6,5.0,41,1019.0,Uttarakhand,30.0668,79.0193,North
2013-11-09,6.1,11.9,0.5,74,1.4,0.6,4.2,47,1019.1,Uttarakhand,30.0668,79.0193,North
2013-11-10,7.4,13.5,2.2,61,-0.2,0.2,4.3,18,1018.4,Uttarakhand,30.0668,79.0193,North
2013-11-11,7.8,13.5,1.9,58,-0.4,0.0,4.1,351,1015.2,Uttarakhand,30.0668,79.0193,North
2013-11-12,8.0,13.6,2.9,60,0.3,0.2,4.0,50,1015.0,Uttarakhand,30.0668,79.0193,North
2013-11-13,8.3,14.6,2.2,56,-0.4,0.0,3.9,4,1015.9,Uttarakhand,30.0668,79.0193,North
2013-11-14,8.0,14.8,0.9,55,-1.0,0.0,3.6,54,1016.3,Uttarakhand,30.0668,79.0193,North
2013-11-15,7.8,15.7,0.7,58,-0.6,0.0,4.1,55,1018.0,Uttarakhand,30.0668,79.0193,North
2013-11-16,7.9,15.2,1.4,60,-0.1,0.0,4.1,51,1019.4,Uttarakhand,30.0668,79.0193,North
