time,temperature_2m_mean,temperature_2m_max,temperature_2m_min,relative_humidity_2m_mean,dew_point_2m_mean,precipitation_sum,wind_speed_10m_mean,wind_direction_10m_dominant,pressure_msl_mean,State_UT,Latitude,Longitude,Region
2012-09-01,29.1,33.4,25.7,81,25.4,5.8,2.9,248,1001.4,Madhya Pradesh,22.9734,78.6569,Central
2012-09-02,28.3,32.0,25.6,84,25.3,5.4,5.1,256,1002.5,Madhya Pradesh,22.9734,78.6569,Central
2012-09-03,27.7,31.3,25.3,86,25.1,10.8,4.4,49,1001.0,Madhya Pradesh,22.9734,78.6569,Central
2012-09-04,27.0,32.1,24.8,88,24.8,15.4,5.5,4,1000.4,Madhya Pradesh,22.9734,78.6569,Central
2012-09-05,26.2,28.8,24.9,90,24.3,17.2,13.2,66,999.5,Madhya Pradesh,22.9734,78.6569,Central
2012-09-06,25.5,26.4,24.9,87,23.2,7.8,12.3,201,1001.7,Madhya Pradesh,22.9734,78.6569,Central
2012-09-07,26.5,29.9,24.2,86,23.8,1.0,6.2,170,1005.1,Madhya Pradesh,22.9734,78.6569,Central
2012-09-08,28.0,31.7,23.9,81,24.2,0.7,3.6,137,1005.0,Madhya Pradesh,22.9734,78.6569,Central
2012-09-09,27.5,30.4,25.2,84,24.4,6.5,3.8,290,1004.8,Madhya Pradesh,22.9734,78.6569,Central
2012-09-10,25.4,27.2,24.4,93,24.1,13.7,6.2,288,1004.1,Madhya Pradesh,22.9734,78.6569,Central
2012-09-11,26.7,30.6,24.3,88,24.5,7.8,6.1,239,1002.5,Madhya Pradesh,22.9734,78.6569,Central
2012-09-12,26.2,28.5,24.3,82,23.0,2.7,12.8,252,1004.4,Madhya Pradesh,22.9734,78.6569,Central
2012-09-13,26.3,28.9,24.0,83,23.0,1.4,11.9,249,1005.8,Madhya Pradesh,22.9734,78.6569,Central
2012-09-14,26.2,29.3,24.7,85,23.5,5.7,14.3,255,1004.8,Madhya Pradesh,22.9734,78.6569,Central
2012-09-15,26.2,28.9,24.4,86,23.6,7.2,13.8,259,1003.3,Madhya Pradesh,22.9734,78.6569,Central
2012-09-16,26.3,29.4,23.7,84,23.3,3.6,12.6,265,1004.0,Madhya Pradesh,22.9734,78.6569,Central
2012-09-17,26.8,30.5,23.9,80,22.8,0.9,9.6,255,1005.5,Madhya Pradesh,22.9734,78.6569,Central
2012-09-18,27.0,29.9,24.0,80,23.1,0.4,8.3,257,1006.7,Madhya Pradesh,22.9734,78.6569,Central
2012-09-19,27.3,31.1,23.6,76,22.4,0.0,6.6,272,1006.5,Madhya Pradesh,22.9734,78.6569,Central
2012-09-20,27.8,32.7,23.7,78,23.4,0.7,5.8,269,1006.9,Madhya Pradesh,22.9734,78.6569,Central
2012-09-21,27.1,32.0,23.8,82,23.6,3.3,5.7,255,1007.3,Madhya Pradesh,22.9734,78.6569,Central
2012-09-22,27.6,32.3,24.1,79,23.4,0.1,5.2,265,1007.9,Madhya Pradesh,22.9734,78.6569,Central
2012-09-23,27.8,32.9,23.8,76,23.1,0.5,7.8,258,1007.6,Madhya Pradesh,22.9734,78.6569,Central
2012-09-24,27.1,31.8,23.5,80,23.1,1.1,8.2,258,1007.5,Madhya Pradesh,22.9734,78.6569,Central
2012-09-25,26.9,32.3,23.4,78,22.5,0.8,7.3,264,1008.6,Madhya Pradesh,22.9734,78.6569,Central
2012-09-26,26.9,31.9,23.4,75,21.8,0.0,5.0,264,1010.9,Madhya Pradesh,22.9734,78.6569,Central
2012-09-27,27.0,32.3,23.0,73,21.0,0.0,4.1,268,1011.5,Madhya Pradesh,22.9734,78.6569,Central
2012-09-28,27.1,33.1,21.9,69,20.2,0.0,3.9,282,1010.3,Madhya Pradesh,22.9734,78.6569,Central
2012-09-29,27.5,33.2,21.7,67,20.4,0.0,2.5,53,1009.5,Madhya Pradesh,22.9734,78.6569,Central
2012-09-30,28.9,33.8,23.7,66,21.6,0.0,5.3,69,1008.9,Madhya Pradesh,22.9734,78.6569,Central
2012-09-01,26.9,31.5,23.0,81,23.1,7.1,8.1,257,1002.8,Maharashtra,19.7515,75.7139,West
2012-09-02,27.3,32.0,24.0,78,23.0,3.3,8.0,263,1004.2,Maharashtra,19.7515,75.7139,West
2012-09-03,25.6,29.1,23.4,87,23.1,15.9,9.0,280,1002.9,Maharashtra,19.7515,75.7139,West
2012-09-04,25.1,27.4,23.0,87,22.8,5.0,11.7,267,1002.6,Maharashtra,19.7515,75.7139,West
2012-09-05,24.0,25.2,23.4,92,22.5,24.3,15.1,249,1003.2,Maharashtra,19.7515,75.7139,West
2012-09-06,25.7,29.4,23.1,81,22.1,8.1,17.1,235,1004.6,Maharashtra,19.7515,75.7139,West
2012-09-07,26.4,29.5,24.0,76,21.7,0.3,14.2,216,1005.9,Maharashtra,19.7515,75.7139,West
2012-09-08,26.9,30.8,23.7,76,22.2,0.5,10.3,230,1005.9,Maharashtra,19.7515,75.7139,West
2012-09-09,26.4,30.2,23.4,80,22.6,2.0,9.0,250,1006.4,Maharashtra,19.7515,75.7139,West
