time,temperature_2m_mean,temperature_2m_max,temperature_2m_min,relative_humidity_2m_mean,dew_point_2m_mean,precipitation_sum,wind_speed_10m_mean,wind_direction_10m_dominant,pressure_msl_mean,State_UT,Latitude,Longitude,Region
2013-05-01,32.0,39.8,26.9,62,22.7,0.0,12.1,161,1006.1,Andhra Pradesh,15.9129,79.74,South
2013-05-02,32.6,40.5,27.6,62,23.4,0.0,11.7,168,1004.1,Andhra Pradesh,15.9129,79.74,South
2013-05-03,33.1,40.6,27.6,61,23.6,0.7,10.0,168,1002.7,Andhra Pradesh,15.9129,79.74,South
2013-05-04,33.2,40.2,28.9,62,24.4,0.0,13.3,151,1002.8,Andhra Pradesh,15.9129,79.74,South
2013-05-05,32.6,39.7,29.0,67,25.2,0.0,15.3,148,1004.8,Andhra Pradesh,15.9129,79.74,South
2013-05-06,32.3,39.0,28.7,69,25.5,0.0,14.6,152,1005.6,Andhra Pradesh,15.9129,79.74,South
2013-05-07,32.5,39.5,28.0,65,24.4,0.0,12.4,154,1005.5,Andhra Pradesh,15.9129,79.74,South
2013-05-08,33.2,40.4,28.5,65,25.1,0.6,9.2,165,1004.9,Andhra Pradesh,15.9129,79.74,South
2013-05-09,33.9,41.3,28.7,61,24.6,0.0,7.8,164,1004.5,Andhra Pradesh,15.9129,79.74,South
2013-05-10,34.7,41.8,29.6,57,24.1,0.0,9.3,181,1003.7,Andhra Pradesh,15.9129,79.74,South
2013-05-11,35.5,42.7,29.9,54,23.6,0.0,9.5,176,1001.6,Andhra Pradesh,15.9129,79.74,South
2013-05-12,34.3,41.3,30.5,55,23.2,1.0,7.1,126,1003.0,Andhra Pradesh,15.9129,79.74,South
2013-05-13,32.0,39.0,28.5,70,25.5,1.2,10.0,146,1003.0,Andhra Pradesh,15.9129,79.74,South
2013-05-14,32.6,38.4,29.0,66,24.8,0.4,8.0,157,1001.7,Andhra Pradesh,15.9129,79.74,South
2013-05-15,32.5,40.0,28.4,65,24.4,0.0,9.1,163,1001.7,Andhra Pradesh,15.9129,79.74,South
2013-05-16,34.5,41.2,28.5,53,22.5,0.0,9.9,227,1001.8,Andhra Pradesh,15.9129,79.74,South
2013-05-17,35.0,41.4,29.9,46,21.1,0.0,6.2,218,1003.6,Andhra Pradesh,15.9129,79.74,South
2013-05-18,34.6,41.4,29.8,56,23.8,1.4,7.8,160,1003.8,Andhra Pradesh,15.9129,79.74,South
2013-05-19,34.2,40.4,30.4,57,23.9,0.0,7.1,179,1003.7,Andhra Pradesh,15.9129,79.74,South
2013-05-20,34.5,40.5,29.9,55,23.5,0.0,10.0,189,1003.2,Andhra Pradesh,15.9129,79.74,South
2013-05-21,35.1,41.4,30.5,49,22.3,0.0,11.2,236,1003.5,Andhra Pradesh,15.9129,79.74,South
2013-05-22,36.5,43.9,30.9,44,21.5,0.0,9.6,242,1001.7,Andhra Pradesh,15.9129,79.74,South
2013-05-23,37.5,44.9,32.1,37,19.2,0.0,14.7,279,1000.8,Andhra Pradesh,15.9129,79.74,South
2013-05-24,37.6,44.7,33.3,37,19.9,0.0,15.6,283,1000.5,Andhra Pradesh,15.9129,79.74,South
2013-05-25,37.5,43.2,34.2,34,18.6,0.0,17.9,281,1001.0,Andhra Pradesh,15.9129,79.74,South
2013-05-26,37.4,43.8,33.2,34,18.4,0.0,17.6,288,1000.9,Andhra Pradesh,15.9129,79.74,South
2013-05-27,33.9,39.0,29.1,47,20.8,2.3,14.0,293,1003.6,Andhra Pradesh,15.9129,79.74,South
2013-05-28,32.7,38.6,27.5,56,22.5,0.6,14.1,273,1003.9,Andhra Pradesh,15.9129,79.74,South
2013-05-29,32.5,40.0,29.1,60,23.4,4.7,17.2,277,1002.3,Andhra Pradesh,15.9129,79.74,South
2013-05-30,31.8,36.8,28.0,62,23.3,0.8,10.0,256,1002.6,Andhra Pradesh,15.9129,79.74,South
2013-05-31,32.4,38.1,28.8,61,23.7,0.3,8.6,223,1001.8,Andhra Pradesh,15.9129,79.74,South
2013-05-01,23.3,27.0,20.4,89,21.4,16.4,3.6,105,1006.6,Arunachal Pradesh,28.218,94.7278,Northeast
2013-05-02,22.6,24.9,21.0,89,20.7,63.0,3.2,111,1003.3,Arunachal Pradesh,28.218,94.7278,Northeast
2013-05-03,21.7,23.4,19.8,94,20.8,146.8,4.5,146,1003.6,Arunachal Pradesh,28.218,94.7278,Northeast
2013-05-04,19.7,22.0,17.7,82,16.5,117.8,5.1,13,1010.7,Arunachal Pradesh,28.218,94.7278,Northeast
2013-05-05,19.0,20.6,17.5,84,16.4,43.6,4.4,352,1013.2,Arunachal Pradesh,28.218,94.7278,Northeast
2013-05-06,21.5,26.5,16.1,76,17.0,0.0,3.6,351,1010.9,Arunachal Pradesh,28.218,94.7278,Northeast
2013-05-07,23.2,27.9,17.8,70,17.1,0.0,3.6,96,1009.0,Arunachal Pradesh,28.218,94.7278,Northeast
2013-05-08,23.0,27.8,19.6,75,18.3,0.1,3.7,358,1007.9,Arunachal Pradesh,28.218,94.7278,Northeast
2013-05-09,23.5,27.8,17.2,79,19.5,3.4,4.6,328,1007.7,Arunachal Pradesh,28.218,94.7278,Northeast
2013-05-10,23.6,28.0,18.6,79,19.7,2.0,3.4,352,1008.4,Arunachal Pradesh,28.218,94.7278,Northeast
2013-05-11,24.5,28.0,20.0,77,20.2,0.2,3.0,90,1007.2,Arunachal Pradesh,28.218,94.7278,Northeast
2013-05-12,23.0,26.0,21.1,86,20.4,20.4,3.3,117,1008.5,Arunachal Pradesh,28.218,94.7278,Northeast
2013-05-13,21.9,23.9,20.5,94,20.8,63.0,3.1,137,1009.0,Arunachal Pradesh,28.218,94.7278,Northeast
2013-05-14,21.6,23.3,20.6,90,20.0,62.9,3.0,67,1008.2,Arunachal Pradesh,28.218,94.7278,Northeast
2013-05-15,22.8,25.3,20.5,85,20.1,35.0,3.1,8,1008.2,Arunachal Pradesh,28.218,94.7278,Northeast
2013-05-16,23.4,27.9,21.2,84,20.4,8.1,4.6,349,1007.0,Arunachal Pradesh,28.218,94.7278,Northeast
2013-05-17,22.8,24.5,21.3,89,20.8,15.9,2.9,168,1007.3,Arunachal Pradesh,28.218,94.7278,Northeast
2013-05-18,22.3,23.5,21.4,94,21.2,31.2,3.9,139,1009.0,Arunachal Pradesh,28.218,94.7278,Northeast
2013-05-19,22.4,24.7,19.8,93,21.2,52.9,3.0,150,1009.2,Arunachal Pradesh,28.218,94.7278,Northeast
2013-05-20,25.6,30.7,18.4,78,21.1,0.0,3.9,173,1007.7,Arunachal Pradesh,28.218,94.7278,Northeast
2013-05-21,27.2,31.0,22.9,75,22.2,0.0,2.6,27,1006.6,Arunachal Pradesh,28.218,94.7278,Northeast
2013-05-22,26.2,30.3,21.8,79,22.1,1.3,3.3,328,1006.4,Arunachal Pradesh,28.218,94.7278,Northeast
2013-05-23,24.4,28.2,22.3,82,21.1,14.9,4.3,338,1008.3,Arunachal Pradesh,28.218,94.7278,Northeast
2013-05-24,25.0,28.1,22.6,83,21.8,8.9,3.9,360,1006.7,Arunachal Pradesh,28.218,94.7278,Northeast
2013-05-25,27.0,32.2,20.2,77,22.3,0.0,4.4,157,1004.3,Arunachal Pradesh,28.218,94.7278,Northeast
2013-05-26,27.7,33.0,24.1,80,23.8,2.8,2.7,118,1005.6,Arunachal Pradesh,28.218,94.7278,Northeast
2013-05-27,27.2,32.4,23.6,81,23.4,2.3,3.7,324,1006.7,Arunachal Pradesh,28.218,94.7278,Northeast
2013-05-28,27.0,31.5,22.2,80,23.1,4.0,2.6,352,1006.9,Arunachal Pradesh,28.218,94.7278,Northeast
2013-05-29,25.6,27.4,23.8,87,23.3,35.3,2.5,3,1007.9,Arunachal Pradesh,28.218,94.7278,Northeast
2013-05-30,26.3,29.4,23.4,86,23.7,15.5,2.0,333,1008.2,Arunachal Pradesh,28.218,94.7278,Northeast
2013-05-31,24.9,26.5,23.7,90,23.2,18.5,2.7,171,1008.9,Arunachal Pradesh,28.218,94.7278,Northeast
2013-05-01,24.5,26.5,22.9,93,23.3,58.7,4.4,91,1004.3,Assam,26.2006,92.9376,Northeast
2013-05-02,25.2,29.3,21.5,90,23.4,15.1,5.5,142,1000.5,Assam,26.2006,92.9376,Northeast
2013-05-03,26.7,33.2,22.0,78,22.3,7.0,9.1,194,1001.1,Assam,26.2006,92.9376,Northeast
2013-05-04,24.2,29.0,20.1,83,21.1,23.4,7.4,65,1005.8,Assam,26.2006,92.9376,Northeast
2013-05-05,21.6,25.5,19.1,89,19.6,28.4,8.6,60,1009.6,Assam,26.2006,92.9376,Northeast
2013-05-06,21.5,23.8,19.6,93,20.2,28.4,6.2,91,1008.7,Assam,26.2006,92.9376,Northeast
2013-05-07,23.5,27.9,19.7,85,20.8,2.7,4.2,104,1006.7,Assam,26.2006,92.9376,Northeast
2013-05-08,24.4,28.3,21.0,86,21.8,5.1,4.1,94,1005.2,Assam,26.2006,92.9376,Northeast
2013-05-09,25.0,29.6,21.6,87,22.6,14.0,4.2,116,1005.1,Assam,26.2006,92.9376,Northeast
2013-05-10,24.6,27.8,21.7,89,22.6,8.4,5.1,116,1005.8,Assam,26.2006,92.9376,Northeast
2013-05-11,24.7,28.4,21.5,89,22.7,36.6,4.2,88,1004.7,Assam,26.2006,92.9376,Northeast
2013-05-12,24.3,27.7,22.2,89,22.3,13.9,4.3,43,1006.0,Assam,26.2006,92.9376,Northeast
2013-05-13,25.6,30.0,21.6,85,22.7,4.4,4.0,346,1006.1,Assam,26.2006,92.9376,Northeast
2013-05-14,25.6,29.5,22.0,86,23.1,7.0,4.7,52,1005.0,Assam,26.2006,92.9376,Northeast
2013-05-15,26.4,30.3,22.5,83,23.1,1.7,4.3,63,1004.8,Assam,26.2006,92.9376,Northeast
2013-05-16,24.4,26.7,22.7,90,22.7,6.6,7.3,51,1003.1,Assam,26.2006,92.9376,Northeast
2013-05-17,25.6,30.1,22.4,86,22.9,11.5,4.5,317,1005.6,Assam,26.2006,92.9376,Northeast
2013-05-18,24.7,27.0,23.1,91,23.2,6.8,4.5,50,1006.3,Assam,26.2006,92.9376,Northeast
2013-05-19,24.8,28.1,21.9,88,22.7,8.8,5.3,67,1006.5,Assam,26.2006,92.9376,Northeast
2013-05-20,27.4,32.8,22.6,84,24.4,4.0,3.9,78,1005.3,Assam,26.2006,92.9376,Northeast
2013-05-21,29.4,34.8,25.3,79,25.0,3.1,3.8,77,1003.7,Assam,26.2006,92.9376,Northeast
2013-05-22,28.5,33.6,25.6,83,25.2,5.8,3.9,75,1003.5,Assam,26.2006,92.9376,Northeast
2013-05-23,26.0,27.5,24.5,90,24.1,18.6,9.2,55,1004.3,Assam,26.2006,92.9376,Northeast
2013-05-24,26.1,28.6,23.9,89,24.2,47.9,6.0,69,1003.6,Assam,26.2006,92.9376,Northeast
2013-05-25,29.4,34.3,23.7,77,24.7,0.0,3.4,106,1001.9,Assam,26.2006,92.9376,Northeast
2013-05-26,29.9,35.0,25.6,82,26.3,1.5,2.2,98,1002.7,Assam,26.2006,92.9376,Northeast
2013-05-27,29.5,34.7,26.7,83,26.2,4.6,3.0,58,1003.5,Assam,26.2006,92.9376,Northeast
2013-05-28,27.3,32.0,25.0,90,25.5,17.0,3.8,34,1003.8,Assam,26.2006,92.9376,Northeast
2013-05-29,28.3,33.3,25.4,88,26.1,21.0,5.7,47,1003.9,Assam,26.2006,92.9376,Northeast
2013-05-30,27.7,31.6,24.6,89,25.7,31.9,4.8,65,1004.6,Assam,26.2006,92.9376,Northeast
2013-05-31,28.4,32.7,25.8,84,25.2,5.2,4.9,80,1006.0,Assam,26.2006,92.9376,Northeast
2013-05-01,36.1,43.9,28.1,35,16.4,0.0,12.2,279,1000.5,Bihar,25.0961,85.3131,East
2013-05-02,36.1,43.3,29.5,23,10.2,0.0,14.1,285,998.5,Bihar,25.0961,85.3131,East
2013-05-03,34.0,41.6,27.2,19,6.3,0.0,12.8,278,999.0,Bihar,25.0961,85.3131,East
2013-05-04,33.7,43.0,24.3,21,6.6,0.0,8.1,327,1000.3,Bihar,25.0961,85.3131,East
2013-05-05,31.7,38.3,25.5,51,19.7,1.2,16.5,77,1002.5,Bihar,25.0961,85.3131,East
2013-05-06,30.6,36.7,25.9,63,22.3,0.0,18.5,76,1002.7,Bihar,25.0961,85.3131,East
2013-05-07,30.7,36.6,25.6,64,22.7,0.2,14.3,75,1002.6,Bihar,25.0961,85.3131,East
2013-05-08,33.0,39.5,26.9,56,21.9,0.0,10.4,64,1001.1,Bihar,25.0961,85.3131,East
2013-05-09,33.6,41.4,25.7,52,20.7,0.0,11.0,32,1000.4,Bihar,25.0961,85.3131,East
2013-05-10,33.7,40.9,27.4,57,22.9,0.0,11.0,70,1000.9,Bihar,25.0961,85.3131,East
2013-05-11,34.0,40.5,27.9,57,23.5,0.7,9.9,68,999.6,Bihar,25.0961,85.3131,East
2013-05-12,32.9,40.6,29.3,55,22.2,2.5,10.4,75,1001.9,Bihar,25.0961,85.3131,East
2013-05-13,32.3,38.1,27.5,53,20.9,0.5,9.6,56,1002.6,Bihar,25.0961,85.3131,East
2013-05-14,33.1,39.3,26.7,46,18.6,0.0,7.0,9,1001.3,Bihar,25.0961,85.3131,East
2013-05-15,34.0,40.3,27.1,42,18.0,0.0,7.3,86,999.9,Bihar,25.0961,85.3131,East
2013-05-16,33.8,40.2,28.3,49,20.3,0.0,9.3,90,999.2,Bihar,25.0961,85.3131,East
2013-05-17,33.4,40.7,27.0,48,20.0,0.0,10.7,70,1000.6,Bihar,25.0961,85.3131,East
2013-05-18,33.6,40.7,26.5,55,21.6,0.0,11.7,68,1000.8,Bihar,25.0961,85.3131,East
2013-05-19,33.3,37.8,28.7,63,24.9,0.0,16.3,66,1000.5,Bihar,25.0961,85.3131,East
2013-05-20,32.4,35.9,28.3,65,24.8,0.0,15.5,77,1001.5,Bihar,25.0961,85.3131,East
2013-05-21,33.8,38.2,29.3,61,25.0,0.0,12.9,73,1000.9,Bihar,25.0961,85.3131,East
2013-05-22,34.3,38.7,30.4,60,25.1,0.0,13.8,79,1000.1,Bihar,25.0961,85.3131,East
2013-05-23,33.8,38.4,30.4,61,25.0,0.0,16.7,81,999.4,Bihar,25.0961,85.3131,East
2013-05-24,32.5,37.2,29.2,64,24.7,0.0,16.5,76,999.0,Bihar,25.0961,85.3131,East
2013-05-25,33.0,37.9,28.3,64,25.0,0.0,13.0,81,999.5,Bihar,25.0961,85.3131,East
2013-05-26,33.7,38.4,29.7,62,25.1,0.3,11.4,77,1000.1,Bihar,25.0961,85.3131,East
2013-05-27,31.2,34.2,27.9,68,24.5,3.8,11.7,74,1001.2,Bihar,25.0961,85.3131,East
