time,temperature_2m_mean,temperature_2m_max,temperature_2m_min,relative_humidity_2m_mean,dew_point_2m_mean,precipitation_sum,wind_speed_10m_mean,wind_direction_10m_dominant,pressure_msl_mean,State_UT,Latitude,Longitude,Region
2016-04-01,31.2,40.0,23.4,29,10.3,0.0,7.2,249,1007.5,Madhya Pradesh,22.9734,78.6569,Central
2016-04-02,32.7,41.3,23.5,30,11.8,0.0,4.3,260,1007.9,Madhya Pradesh,22.9734,78.6569,Central
2016-04-03,33.5,42.5,24.4,30,12.9,0.0,5.3,255,1008.4,Madhya Pradesh,22.9734,78.6569,Central
2016-04-04,34.1,41.6,27.2,29,12.9,0.0,8.1,277,1007.5,Madhya Pradesh,22.9734,78.6569,Central
2016-04-05,32.4,38.8,25.9,32,12.9,0.8,8.3,254,1007.5,Madhya Pradesh,22.9734,78.6569,Central
2016-04-06,32.8,38.5,27.4,31,13.2,0.0,12.7,253,1008.4,Madhya Pradesh,22.9734,78.6569,Central
2016-04-07,31.9,38.5,25.6,31,12.3,0.0,9.3,270,1008.9,Madhya Pradesh,22.9734,78.6569,Central
2016-04-08,31.7,38.7,23.5,34,13.3,0.1,7.6,247,1008.5,Madhya Pradesh,22.9734,78.6569,Central
2016-04-09,32.3,40.0,25.1,34,13.7,0.0,7.9,254,1008.5,Madhya Pradesh,22.9734,78.6569,Central
2016-04-10,33.3,40.7,26.3,31,13.2,0.0,8.2,259,1009.0,Madhya Pradesh,22.9734,78.6569,Central
2016-04-11,33.1,39.9,27.3,30,12.8,0.0,11.1,266,1008.6,Madhya Pradesh,22.9734,78.6569,Central
2016-04-12,32.0,39.2,23.8,32,12.6,0.0,8.7,296,1007.5,Madhya Pradesh,22.9734,78.6569,Central
2016-04-13,31.9,39.5,24.0,29,10.8,0.0,8.7,286,1006.0,Madhya Pradesh,22.9734,78.6569,Central
2016-04-14,32.1,40.7,22.4,29,10.7,0.0,9.1,244,1005.8,Madhya Pradesh,22.9734,78.6569,Central
2016-04-15,33.9,42.5,24.2,27,11.2,0.0,10.4,247,1006.4,Madhya Pradesh,22.9734,78.6569,Central
2016-04-16,34.7,42.8,26.7,27,12.3,0.0,11.9,256,1005.4,Madhya Pradesh,22.9734,78.6569,Central
2016-04-17,33.9,40.2,27.5,28,12.3,0.0,11.4,261,1005.3,Madhya Pradesh,22.9734,78.6569,Central
2016-04-18,33.6,40.3,26.1,31,13.6,0.0,10.3,261,1006.4,Madhya Pradesh,22.9734,78.6569,Central
2016-04-19,34.2,41.6,26.9,32,14.3,0.0,8.7,264,1006.9,Madhya Pradesh,22.9734,78.6569,Central
2016-04-20,35.0,42.3,27.4,32,15.2,0.1,9.4,267,1007.5,Madhya Pradesh,22.9734,78.6569,Central
2016-04-21,34.7,41.9,27.3,28,12.1,0.0,10.2,270,1005.6,Madhya Pradesh,22.9734,78.6569,Central
