time,temperature_2m_mean,temperature_2m_max,temperature_2m_min,relative_humidity_2m_mean,dew_point_2m_mean,precipitation_sum,wind_speed_10m_mean,wind_direction_10m_dominant,pressure_msl_mean,State_UT,Latitude,Longitude,Region
2021-04-01,32.0,39.5,24.6,37,14.5,0.0,6.6,263,1001.7,Odisha,20.9517,85.0985,East
2021-04-02,31.7,39.0,24.6,59,21.1,0.0,7.9,111,1004.6,Odisha,20.9517,85.0985,East
2021-04-03,31.0,36.9,26.7,67,23.7,2.2,9.1,139,1007.0,Odisha,20.9517,85.0985,East
2021-04-04,30.4,37.4,25.7,64,22.0,1.1,5.9,107,1008.1,Odisha,20.9517,85.0985,East
2021-04-05,31.0,37.3,24.8,61,21.3,0.0,7.2,132,1009.4,Odisha,20.9517,85.0985,East
2021-04-06,31.4,38.0,25.7,64,22.9,0.0,9.5,146,1009.0,Odisha,20.9517,85.0985,East
2021-04-07,31.2,38.5,25.2,69,24.0,0.0,10.3,151,1008.8,Odisha,20.9517,85.0985,East
2021-04-08,31.0,38.6,26.2,71,24.5,0.8,9.8,139,1007.3,Odisha,20.9517,85.0985,East
2021-04-09,29.2,34.4,25.9,71,23.2,2.7,7.7,132,1008.9,Odisha,20.9517,85.0985,East
2021-04-10,29.1,33.0,26.0,77,24.6,3.1,4.7,135,1010.7,Odisha,20.9517,85.0985,East
2021-04-11,30.3,35.7,25.6,66,22.7,0.0,4.7,132,1011.3,Odisha,20.9517,85.0985,East
2021-04-12,30.5,36.8,26.7,68,23.4,1.1,5.2,172,1011.7,Odisha,20.9517,85.0985,East
2021-04-13,31.1,37.0,26.3,58,21.2,0.0,5.0,166,1010.5,Odisha,20.9517,85.0985,East
2021-04-14,30.6,36.3,24.4,60,20.6,0.0,5.6,179,1009.8,Odisha,20.9517,85.0985,East
2021-04-15,30.4,35.9,23.5,46,17.0,0.5,6.9,258,1008.6,Odisha,20.9517,85.0985,East
2021-04-16,30.2,36.8,24.1,49,17.7,0.0,8.0,203,1008.6,Odisha,20.9517,85.0985,East
2021-04-17,30.8,37.7,24.2,65,22.6,0.0,7.4,145,1009.4,Odisha,20.9517,85.0985,East
2021-04-18,30.5,37.0,25.9,69,23.8,1.6,7.3,148,1009.7,Odisha,20.9517,85.0985,East
2021-04-19,30.6,37.6,24.9,68,23.2,0.0,5.8,134,1007.8,Odisha,20.9517,85.0985,East
2021-04-20,31.8,38.8,26.1,68,24.1,0.0,6.5,139,1006.8,Odisha,20.9517,85.0985,East
2021-04-21,31.0,38.9,26.2,73,24.9,1.9,5.1,162,1008.3,Odisha,20.9517,85.0985,East
2021-04-22,30.5,35.5,26.5,70,24.1,0.3,5.0,129,1009.2,Odisha,20.9517,85.0985,East
2021-04-23,31.0,35.6,26.1,69,24.0,0.0,4.8,114,1009.3,Odisha,20.9517,85.0985,East
2021-04-24,31.4,38.4,24.6,59,21.4,0.0,5.7,144,1008.0,Odisha,20.9517,85.0985,East
2021-04-25,32.3,38.9,25.9,54,21.3,0.0,5.9,186,1007.3,Odisha,20.9517,85.0985,East
2021-04-26,32.8,39.1,26.2,59,22.9,0.3,5.4,157,1006.6,Odisha,20.9517,85.0985,East
2021-04-27,32.6,39.2,26.6,61,22.9,0.0,6.5,126,1007.3,Odisha,20.9517,85.0985,East
2021-04-28,32.6,39.5,25.9,66,24.0,0.0,6.3,131,1008.2,Odisha,20.9517,85.0985,East
2021-04-29,32.1,39.0,27.5,69,25.0,0.7,9.9,142,1008.1,Odisha,20.9517,85.0985,East
2021-04-30,31.5,37.4,26.8,70,24.8,0.0,8.4,139,1007.9,Odisha,20.9517,85.0985,East
2021-04-01,23.3,31.3,17.0,26,1.7,0.0,15.0,300,1003.0,Punjab,31.1471,75.3412,North
2021-04-02,22.5,30.3,15.9,26,0.6,0.0,11.7,289,1005.9,Punjab,31.1471,75.3412,North
