time,temperature_2m_mean,temperature_2m_max,temperature_2m_min,relative_humidity_2m_mean,dew_point_2m_mean,precipitation_sum,wind_speed_10m_mean,wind_direction_10m_dominant,pressure_msl_mean,State_UT,Latitude,Longitude,Region
2015-08-01,27.6,30.8,25.6,77,23.1,0.4,21.8,246,1006.2,Gujarat,22.2587,71.1924,West
2015-08-02,27.3,30.2,25.5,77,22.9,0.1,17.4,247,1007.6,Gujarat,22.2587,71.1924,West
2015-08-03,27.6,30.2,25.3,77,23.1,0.0,15.5,258,1006.9,Gujarat,22.2587,71.1924,West
2015-08-04,27.6,31.2,24.8,75,22.6,0.0,17.6,266,1005.1,Gujarat,22.2587,71.1924,West
2015-08-05,27.5,30.8,25.2,76,22.7,0.1,18.7,257,1003.5,Gujarat,22.2587,71.1924,West
2015-08-06,28.0,31.4,25.2,76,23.1,0.0,17.1,249,1002.6,Gujarat,22.2587,71.1924,West
2015-08-07,28.2,31.6,25.0,75,23.0,0.0,14.2,244,1003.1,Gujarat,22.2587,71.1924,West
2015-08-08,28.3,32.2,25.0,73,22.7,0.0,13.3,252,1003.8,Gujarat,22.2587,71.1924,West
2015-08-09,28.3,31.7,25.0,74,22.9,0.0,11.5,239,1002.2,Gujarat,22.2587,71.1924,West
2015-08-10,28.6,32.0,25.4,71,22.6,0.0,10.6,229,1001.8,Gujarat,22.2587,71.1924,West
2015-08-11,28.8,32.1,25.9,70,22.4,0.0,10.1,230,1004.1,Gujarat,22.2587,71.1924,West
2015-08-12,28.4,31.8,25.5,71,22.4,0.2,9.4,254,1005.1,Gujarat,22.2587,71.1924,West
2015-08-13,27.2,29.8,25.5,79,23.2,9.8,7.2,252,1004.9,Gujarat,22.2587,71.1924,West
2015-08-14,27.1,30.2,25.5,83,23.8,4.5,9.9,242,1004.4,Gujarat,22.2587,71.1924,West
2015-08-15,27.7,30.9,25.2,80,23.8,4.1,12.5,237,1005.3,Gujarat,22.2587,71.1924,West
2015-08-16,27.6,30.6,25.1,78,23.4,1.5,13.6,238,1006.8,Gujarat,22.2587,71.1924,West
2015-08-17,27.9,31.4,25.0,78,23.6,1.0,12.9,244,1005.8,Gujarat,22.2587,71.1924,West
2015-08-18,28.1,31.4,25.6,77,23.6,0.7,11.6,239,1006.8,Gujarat,22.2587,71.1924,West
2015-08-19,28.3,31.8,25.1,73,22.7,0.0,15.2,245,1008.1,Gujarat,22.2587,71.1924,West
2015-08-20,27.7,31.4,24.9,76,22.8,0.4,18.7,240,1007.6,Gujarat,22.2587,71.1924,West
2015-08-21,28.2,32.1,25.4,72,22.3,0.1,19.5,246,1006.8,Gujarat,22.2587,71.1924,West
2015-08-22,28.1,31.4,25.2,73,22.6,0.2,19.0,253,1006.0,Gujarat,22.2587,71.1924,West
2015-08-23,28.2,32.1,25.2,73,22.7,0.8,19.4,247,1005.9,Gujarat,22.2587,71.1924,West
2015-08-24,28.2,31.7,25.6,73,22.7,0.7,17.4,252,1007.1,Gujarat,22.2587,71.1924,West
2015-08-25,28.3,32.0,25.7,72,22.7,0.1,16.8,261,1006.8,Gujarat,22.2587,71.1924,West
2015-08-26,28.7,32.1,25.4,70,22.4,0.0,16.1,259,1005.8,Gujarat,22.2587,71.1924,West
2015-08-27,28.8,32.6,25.3,69,22.2,0.0,13.8,252,1005.1,Gujarat,22.2587,71.1924,West
2015-08-28,29.1,33.5,25.2,68,22.2,0.0,12.5,252,1005.7,Gujarat,22.2587,71.1924,West
2015-08-29,29.1,33.4,25.2,67,22.1,0.0,11.8,258,1005.4,Gujarat,22.2587,71.1924,West
2015-08-30,29.2,34.3,25.1,68,22.2,0.0,14.0,253,1005.5,Gujarat,22.2587,71.1924,West
2015-08-31,28.8,33.3,24.7,67,21.6,0.0,15.2,244,1006.4,Gujarat,22.2587,71.1924,West
2015-08-01,28.1,31.5,26.6,80,24.1,3.9,10.1,207,1002.1,Haryana,29.0588,76.0856,North
2015-08-02,28.5,31.9,25.9,81,24.9,7.1,6.5,189,1004.1,Haryana,29.0588,76.0856,North
2015-08-03,29.8,33.9,26.6,76,24.8,6.7,7.6,246,1002.9,Haryana,29.0588,76.0856,North
2015-08-04,30.2,33.8,27.2,77,25.6,4.2,7.8,259,1000.9,Haryana,29.0588,76.0856,North
2015-08-05,30.1,32.9,27.4,80,26.2,5.8,4.8,201,999.1,Haryana,29.0588,76.0856,North
2015-08-06,30.4,33.7,27.4,80,26.3,1.3,6.7,233,998.4,Haryana,29.0588,76.0856,North
2015-08-07,30.1,34.2,27.6,82,26.5,5.4,7.5,262,1000.0,Haryana,29.0588,76.0856,North
2015-08-08,29.6,33.1,27.5,84,26.6,3.7,8.9,126,1001.6,Haryana,29.0588,76.0856,North
2015-08-09,28.1,30.1,26.8,93,26.9,45.1,5.6,124,1000.5,Haryana,29.0588,76.0856,North
2015-08-10,29.8,33.4,27.3,84,26.8,8.2,3.9,192,1000.3,Haryana,29.0588,76.0856,North
2015-08-11,28.6,31.0,26.0,87,26.3,32.3,7.5,123,1002.6,Haryana,29.0588,76.0856,North
