State_UT,Latitude,Longitude,time,temperature_2m_mean,temperature_2m_max,temperature_2m_min,relative_humidity_2m_mean,dew_point_2m_mean,precipitation_sum,wind_speed_10m_mean,wind_direction_10m_dominant,pressure_msl_mean
Gujarat,23.0225,72.5714,2024-03-01,28.8,36.9,21.4,35,10.7,0.0,3.16,231,1010.8
Gujarat,23.0225,72.5714,2024-03-02,25.0,30.1,21.1,60,16.5,4.6,3.45,262,1011.2
Gujarat,23.0225,72.5714,2024-03-03,19.5,25.3,14.6,40,4.4,0.0,2.99,291,1013.6
Gujarat,23.0225,72.5714,2024-03-04,20.3,27.6,13.7,36,3.6,0.0,1.51,352,1015.0
Gujarat,23.0225,72.5714,2024-03-05,21.7,30.4,14.6,32,3.6,0.0,2.55,21,1014.5
Gujarat,23.0225,72.5714,2024-03-06,23.2,31.8,15.4,35,5.8,0.0,2.37,354,1013.5
Gujarat,23.0225,72.5714,2024-03-07,24.1,32.3,16.4,32,5.0,0.0,2.0,339,1013.2
Gujarat,23.0225,72.5714,2024-03-08,24.6,32.5,16.7,32,5.4,0.0,2.58,336,1014.0
Gujarat,23.0225,72.5714,2024-03-09,25.0,32.4,17.3,28,4.5,0.0,2.65,335,1013.5
Gujarat,23.0225,72.5714,2024-03-10,26.2,33.9,19.1,36,9.1,0.0,2.74,331,1013.2
Gujarat,23.0225,72.5714,2024-03-11,27.5,35.1,19.8,30,7.1,0.0,2.34,307,1014.7
Gujarat,23.0225,72.5714,2024-03-12,28.0,34.9,22.9,36,10.4,0.0,2.9,308,1013.8
Gujarat,23.0225,72.5714,2024-03-13,26.7,34.4,20.4,36,9.9,0.0,3.14,295,1012.7
Gujarat,23.0225,72.5714,2024-03-14,26.5,33.5,20.5,38,9.5,0.0,2.57,307,1013.2
Gujarat,23.0225,72.5714,2024-03-15,26.7,34.1,18.0,30,6.5,0.0,1.51,330,1011.8
Gujarat,23.0225,72.5714,2024-03-16,27.4,35.1,19.3,32,8.0,0.0,2.54,61,1011.9
Gujarat,23.0225,72.5714,2024-03-17,28.4,35.8,21.7,28,7.2,0.0,3.08,59,1011.8
Gujarat,23.0225,72.5714,2024-03-18,28.4,36.2,21.6,21,2.5,0.0,3.03,13,1011.9
Gujarat,23.0225,72.5714,2024-03-19,28.5,36.9,19.9,19,1.6,0.0,2.84,14,1012.1
Gujarat,23.0225,72.5714,2024-03-20,29.2,38.2,21.1,22,4.0,0.0,2.17,332,1011.2
Gujarat,23.0225,72.5714,2024-03-21,29.5,38.0,22.2,21,3.7,0.0,1.96,22,1009.7
Gujarat,23.0225,72.5714,2024-03-22,29.9,38.3,20.5,20,2.9,0.0,2.15,298,1008.5
Gujarat,23.0225,72.5714,2024-03-23,30.1,38.5,21.8,27,7.8,0.0,2.37,285,1008.5
Gujarat,23.0225,72.5714,2024-03-24,30.3,37.3,24.2,34,11.4,0.0,2.81,289,1009.9
Gujarat,23.0225,72.5714,2024-03-25,30.6,38.8,23.1,36,12.8,0.0,1.89,301,1010.9
Gujarat,23.0225,72.5714,2024-03-26,32.1,40.0,23.7,32,12.3,0.0,1.85,303,1010.1
Gujarat,23.0225,72.5714,2024-03-27,33.0,40.8,25.8,32,12.9,0.0,2.21,291,1011.3
Gujarat,23.0225,72.5714,2024-03-28,33.2,40.4,26.6,30,12.4,0.0,2.92,297,1010.0
Gujarat,23.0225,72.5714,2024-03-29,32.1,39.8,25.8,29,10.8,0.0,2.8,273,1009.2
Gujarat,23.0225,72.5714,2024-03-30,30.8,37.9,25.6,31,10.4,0.0,3.29,289,1011.3
Gujarat,23.0225,72.5714,2024-03-31,29.8,37.1,23.8,30,8.8,0.0,2.73,295,1012.5
Haryana,30.7333,76.7794,2024-03-01,18.4,22.1,13.3,56,9.2,1.6,2.84,43,1013.8
