State_UT,Year,Month,Temperature_Mean_C,Temperature_Max_C,Temperature_Min_C,Relative_Humidity_Mean,Dew_Point_Mean_C,Precipitation_Sum_mm,Pressure_msl_Mean_hPa,Wind_Speed_kmh,Wind_Direction_Dominant_deg,Wet_Bulb_Temp_C,Heat_Index_C,WBGT_C,Temp_Baseline_C,Temp_Anomaly_C,Heatwave_Days,Extreme_Heat_Days,Heat_Risk_Score,Risk_Category,Data_Source,Data_Quality,Spatial_Representation
Andaman and Nicobar Islands,2011,1,25.664516129032258,27.1,23.9,77.12903225806451,21.312903225806455,145.0,1010.3354838709678,69.2941935483871,74.38709677419355,22.558683341678584,25.664516129032258,27.357343198440976,26.824301075268817,-0.5726881720430105,0,0,0.29129032258064513,Low,ERA5 via Open-Meteo Historical Weather API,Reanalysis,State/UT representative coordinate
Andaman and Nicobar Islands,2011,2,25.960714285714285,27.6,23.6,75.89285714285714,21.34642857142857,22.5,1010.35,53.70428571428572,52.07142857142857,22.672502401871288,26.20277903264151,27.570018443935417,27.553301886792458,-0.906873315363882,0,0,0.38,Low,ERA5 via Open-Meteo Historical Weather API,Reanalysis,State/UT representative coordinate
Andaman and Nicobar Islands,2011,3,25.958064516129035,28.3,23.6,80.38709677419355,22.248387096774195,185.5,1009.8096774193548,53.25677419354839,113.90322580645162,23.290399713787913,26.404924398903383,27.81134966816381,28.469032258064516,-1.6399999999999997,0,0,0.4180645161290323,Low,ERA5 via Open-Meteo Historical Weather API,Reanalysis,State/UT representative coordinate
Andaman and Nicobar Islands,2011,4,26.973333333333336,28.8,25.2,79.2,23.03666666666667,79.9,1009.5300000000001,35.232,98.9,24.10580087127071,29.001256275171066,28.70745974240939,29.037777777777777,-1.3577777777777764,0,0,4.044666666666667,Low,ERA5 via Open-Meteo Historical Weather API,Reanalysis,State/UT representative coordinate
Andaman and Nicobar Islands,2011,5,27.44193548387097,28.6,25.4,81.2258064516129,23.9,191.2,1008.0,69.96774193548387,241.19354838709677,24.843365611871704,30.778554687724004,29.263020104820416,28.980860215053763,-0.9002150537634404,0,0,8.425161290322581,Low,ERA5 via Open-Meteo Historical Weather API,Reanalysis,State/UT representative coordinate
Andaman and Nicobar Islands,2011,6,27.153333333333332,28.3,25.6,84.96666666666667,24.396666666666665,270.6,1006.5233333333333,113.256,233.16666666666666,25.10280535855725,30.324555627055197,29.201342505912997,27.933333333333334,-0.0733333333333333,0,0,9.594333333333333,Low,ERA5 via Open-Meteo Historical Weather API,Reanalysis,State/UT representative coordinate
Andaman and Nicobar Islands,2011,7,26.335483870967742,27.8,24.7,85.64516129032258,23.712903225806453,517.2,1007.0225806451613,106.46709677419355,224.70967741935485,24.401505949673155,27.18432264953808,28.46201119306026,27.73677419354839,-0.6625806451612916,0,0,3.666451612903226,Low,ERA5 via Open-Meteo Historical Weather API,Reanalysis,State/UT representative coordinate
Andaman and Nicobar Islands,2011,8,26.293548387096774,27.4,25.1,85.80645161290323,23.700000000000003,318.5,1007.832258064516,104.99225806451614,225.19354838709677,24.384254687921423,26.94431556232194,28.43145402783699,27.556559139784945,-0.6307526881720414,0,0,3.322258064516129,Low,ERA5 via Open-Meteo Historical Weather API,Reanalysis,State/UT representative coordinate
Andaman and Nicobar Islands,2011,9,26.136666666666667,27.6,24.8,86.4,23.68,379.9,1008.4566666666667,105.876,237.26666666666668,24.313636185013625,26.429863103589934,28.314749020710355,27.282444444444444,-0.3757777777777773,0,0,2.704,Low,ERA5 via Open-Meteo Historical Weather API,Reanalysis,State/UT representative coordinate
Andaman and Nicobar Islands,2011,10,26.261290322580646,27.7,24.7,84.29032258064517,23.4,215.4,1009.1903225806452,61.82709677419355,172.61290322580646,24.140385375068043,27.059748636798076,28.31732306530497,27.477849462365594,-0.5230107526881747,0,0,2.4980645161290322,Low,ERA5 via Open-Meteo Historical Weather API,Reanalysis,State/UT representative coordinate
Andaman and Nicobar Islands,2011,11,26.896666666666665,28.3,24.6,77.2,22.540000000000003,34.3,1009.9633333333334,60.144,77.6,23.745693979416977,28.79093118768402,28.522467733910876,27.787111111111113,-0.2537777777777793,0,0,2.944666666666667,Low,ERA5 via Open-Meteo Historical Weather API,Reanalysis,State/UT representative coordinate
Andaman and Nicobar Islands,2011,12,26.293548387096774,27.5,24.9,78.29032258064517,22.141935483870967,181.6,1009.9645161290323,89.60516129032258,89.41935483870968,23.319834268929643,26.7232060432048,28.01313680317322,27.401505376344087,-0.5208602150537647,0,0,0.6293548387096775,Low,ERA5 via Open-Meteo Historical Weather API,Reanalysis,State/UT representative coordinate
Andaman and Nicobar Islands,2012,1,25.532258064516128,26.9,23.8,75.09677419354838,20.758064516129032,35.5,1011.2290322580644,70.78064516129034,45.806451612903224,22.15315656443209,25.532258064516128,27.122980852402456,26.824301075268817,-0.5501075268817202,0,0,0.1064516129032258,Low,ERA5 via Open-Meteo Historical Weather API,Reanalysis,State/UT representative coordinate
Andaman and Nicobar Islands,2012,2,26.020689655172415,27.6,24.1,76.44827586206897,21.49655172413793,55.1,1009.9379310344827,52.895172413793105,62.06896551724138,22.80345293052647,26.336380646514332,27.65548803617966,27.553301886792454,-0.6636467143786609,0,0,0.2775862068965517,Low,ERA5 via Open-Meteo Historical Weather API,Reanalysis,State/UT representative coordinate
Andaman and Nicobar Islands,2012,3,26.5,28.2,24.7,74.19354838709677,21.47741935483871,9.8,1010.2903225806451,36.09290322580645,181.93548387096774,22.94022470238132,27.448274945393493,27.981008308035857,28.469032258064516,-1.2464516129032253,0,0,1.2558064516129033,Low,ERA5 via Open-Meteo Historical Weather API,Reanalysis,State/UT representative coordinate
Andaman and Nicobar Islands,2012,4,27.793333333333333,29.1,25.2,76.46666666666667,23.266666666666666,27.6,1009.4666666666667,33.972,203.26666666666668,24.49287898436344,31.109729629850637,29.32452144085483,29.037777777777777,-0.6477777777777766,0,0,7.447333333333333,Low,ERA5 via Open-Meteo Historical Weather API,Reanalysis,State/UT representative coordinate
Andaman and Nicobar Islands,2012,5,27.141935483870967,28.7,25.4,83.87096774193549,24.135483870967743,328.9,1007.0838709677419,83.39225806451613,250.09677419354838,24.93369940216477,29.80547115032051,29.128421284405594,28.980860215053763,-1.0356989247311825,0,0,8.249032258064515,Low,ERA5 via Open-Meteo Historical Weather API,Reanalysis,State/UT representative coordinate
Andaman and Nicobar Islands,2012,6,27.086666666666666,28.6,25.2,84.36666666666666,24.216666666666665,257.6,1006.5733333333334,128.292,229.96666666666667,24.952866426432916,29.95063716122566,29.104616505588133,27.933333333333334,-0.2933333333333337,0,0,8.669666666666666,Low,ERA5 via Open-Meteo Historical Weather API,Reanalysis,State/UT representative coordinate
Andaman and Nicobar Islands,2012,7,26.64516129032258,27.9,25.0,84.96774193548387,23.90967741935484,187.3,1006.8290322580646,105.89806451612904,224.06451612903226,24.609142437736594,28.005420762967187,28.719199429643385,27.73677419354839,-0.4109677419354851,0,0,5.387419354838709,Low,ERA5 via Open-Meteo Historical Weather API,Reanalysis,State/UT representative coordinate
Andaman and Nicobar Islands,2012,8,26.570967741935487,27.9,24.9,84.64516129032258,23.738709677419354,235.1,1008.3,109.47483870967743,235.48387096774192,24.488854146436083,28.02605553468161,28.6298583892268,27.556559139784945,-0.32752688172042804,0,0,4.969354838709678,Low,ERA5 via Open-Meteo Historical Weather API,Reanalysis,State/UT representative coordinate
Andaman and Nicobar Islands,2012,9,25.80666666666667,27.6,24.4,86.2,23.33,446.2,1009.2266666666667,91.00800000000001,235.33333333333334,23.964217804644576,25.901299339186373,27.990317597225317,27.282444444444444,-0.7057777777777773,0,0,0.8716666666666666,Low,ERA5 via Open-Meteo Historical Weather API,Reanalysis,State/UT representative coordinate
Andaman and Nicobar Islands,2012,10,26.570967741935487,28.0,24.9,82.09677419354838,23.238709677419354,169.9,1010.3129032258065,56.99612903225807,160.90322580645162,24.128824703860495,27.832541124346253,28.488366818294594,27.477849462365594,-0.2972043010752709,0,0,3.2438709677419357,Low,ERA5 via Open-Meteo Historical Weather API,Reanalysis,State/UT representative coordinate
Andaman and Nicobar Islands,2012,11,26.470000000000002,28.2,24.8,83.1,23.333333333333332,300.3,1009.81,50.124,106.36666666666666,24.17069480591483,27.6177161969675,28.44757305872453,27.787111111111113,-0.580444444444446,0,0,3.061,Low,ERA5 via Open-Meteo Historical Weather API,Reanalysis,State/UT representative coordinate
Andaman and Nicobar Islands,2012,12,26.616129032258065,27.9,24.8,77.12903225806451,22.203225806451613,65.3,1010.3806451612903,68.84129032258065,52.67741935483871,23.466736594480636,28.09309748946777,28.253772642921216,27.401505376344087,-0.1821505376344091,0,0,2.5303225806451612,Low,ERA5 via Open-Meteo Historical Weather API,Reanalysis,State/UT representative coordinate
Andaman and Nicobar Islands,2013,1,25.906451612903226,27.7,23.3,75.41935483870968,21.15806451612903,27.8,1012.2032258064515,67.87741935483872,43.67741935483871,22.555305103006162,26.18719315686344,27.493192969997555,26.824301075268817,-0.2178494623655912,0,0,1.2067741935483869,Low,ERA5 via Open-Meteo Historical Weather API,Reanalysis,State/UT representative coordinate
Andaman and Nicobar Islands,2013,2,26.832142857142856,28.3,25.0,77.42857142857143,22.532142857142855,9.4,1011.0214285714285,57.972857142857144,51.5,23.716733508945964,28.721039045818685,28.474501269015764,27.553301886792458,0.018126684636117472,0,0,3.0764285714285715,Low,ERA5 via Open-Meteo Historical Weather API,Reanalysis,State/UT representative coordinate
Andaman and Nicobar Islands,2013,3,27.251612903225805,28.8,25.5,72.12903225806451,21.719354838709677,6.5,1010.9161290322581,43.211612903225806,103.87096774193549,23.33713352660225,29.435440104594075,28.563157992083717,28.469032258064516,-0.5238709677419351,0,0,3.020967741935484,Low,ERA5 via Open-Meteo Historical Weather API,Reanalysis,State/UT representative coordinate
Andaman and Nicobar Islands,2013,4,27.696666666666665,29.2,25.7,75.06666666666666,22.816666666666666,28.8,1009.15,34.967999999999996,220.76666666666668,24.193738162688298,30.702141792652345,29.1521490979365,29.037777777777777,-0.6977777777777768,0,0,6.099666666666667,Low,ERA5 via Open-Meteo Historical Weather API,Reanalysis,State/UT representative coordinate
Andaman and Nicobar Islands,2013,5,27.58709677419355,29.3,25.7,82.93548387096774,24.416129032258063,323.8,1007.3387096774194,79.93161290322581,194.90322580645162,25.23047940230843,31.286601926283986,29.497462276074955,28.980860215053763,-0.5873118279569888,0,0,10.991935483870968,Low,ERA5 via Open-Meteo Historical Weather API,Reanalysis,State/UT representative coordinate
Andaman and Nicobar Islands,2013,6,26.583333333333332,27.9,25.2,86.53333333333333,24.136666666666667,449.2,1005.8833333333333,110.11200000000001,236.4,24.76900821245031,28.038910610145287,28.74697022749297,27.933333333333334,-0.5933333333333338,0,0,6.064333333333334,Low,ERA5 via Open-Meteo Historical Weather API,Reanalysis,State/UT representative coordinate
Andaman and Nicobar Islands,2013,7,26.154838709677417,27.5,24.8,86.41935483870968,23.693548387096776,476.6,1006.7838709677419,114.29419354838711,224.90322580645162,24.334953767253367,26.33422977717391,28.33343037891767,27.73677419354839,-0.8206451612903237,0,0,2.738064516129032,Low,ERA5 via Open-Meteo Historical Weather API,Reanalysis,State/UT representative coordinate
Andaman and Nicobar Islands,2013,8,26.34193548387097,27.6,24.8,84.93548387096774,23.59032258064516,321.6,1007.6483870967742,99.58064516129032,228.48387096774192,24.308415634807304,27.166677389888537,28.42908476383411,27.556559139784945,-0.5049462365591381,0,0,3.0606451612903225,Low,ERA5 via Open-Meteo Historical Weather API,Reanalysis,State/UT representative coordinate
Andaman and Nicobar Islands,2013,9,26.133333333333333,27.5,24.7,85.83333333333333,23.586666666666666,349.1,1008.4033333333333,95.532,241.36666666666667,24.232205034563318,26.323140827966224,28.280856578583386,27.282444444444444,-0.42911111111111044,0,0,2.5473333333333334,Low,ERA5 via Open-Meteo Historical Weather API,Reanalysis,State/UT representative coordinate
Andaman and Nicobar Islands,2013,10,26.238709677419354,27.6,24.5,83.51612903225806,23.187096774193545,312.0,1010.167741935484,64.90451612903226,205.09677419354838,24.008882297164185,26.882357678575257,28.2528391298823,27.477849462365594,-0.5326881720430132,0,0,1.7051612903225806,Low,ERA5 via Open-Meteo Historical Weather API,Reanalysis,State/UT representative coordinate
Andaman and Nicobar Islands,2013,11,26.553333333333335,28.3,24.6,81.8,23.123333333333335,236.6,1009.5333333333333,73.296,96.3,24.06142151567354,27.65548382437164,28.4518786556597,27.787111111111113,-0.6071111111111125,0,0,2.8996666666666666,Low,ERA5 via Open-Meteo Historical Weather API,Reanalysis,State/UT representative coordinate
Andaman and Nicobar Islands,2013,12,26.09032258064516,27.5,24.7,69.54838709677419,19.98709677419355,41.4,1011.1483870967742,75.17032258064516,69.93548387096774,21.875019436219368,26.48800238340466,27.330095541660018,27.401505376344087,-0.824086021505377,0,0,0.4203225806451613,Low,ERA5 via Open-Meteo Historical Weather API,Reanalysis,State/UT representative coordinate
Andaman and Nicobar Islands,2014,1,25.677419354838708,26.9,23.4,68.74193548387096,19.44516129032258,0.4,1013.2225806451613,75.24,60.29032258064516,21.382747165916324,25.677419354838708,26.902516410398665,26.824301075268817,-0.666236559139785,0,0,0.04838709677419355,Low,ERA5 via Open-Meteo Historical Weather API,Reanalysis,State/UT representative coordinate
Andaman and Nicobar Islands,2014,2,25.464285714285715,27.0,23.4,73.67857142857143,20.34642857142857,4.6,1011.4107142857143,55.81285714285714,70.14285714285714,21.892592959829045,25.464285714285715,26.982039033212818,27.553301886792458,-1.3104447439353109,0,0,0.0032142857142857142,Low,ERA5 via Open-Meteo Historical Weather API,Reanalysis,State/UT representative coordinate
Andaman and Nicobar Islands,2014,3,26.874193548387098,28.6,25.2,74.6774193548387,21.961290322580645,0.6,1011.574193548387,49.05290322580645,76.09677419354838,23.362662591750425,28.345400834789917,28.3591941404934,28.469032258064516,-0.765806451612903,0,0,2.0996774193548386,Low,ERA5 via Open-Meteo Historical Weather API,Reanalysis,State/UT representative coordinate
Andaman and Nicobar Islands,2014,4,27.823333333333334,29.4,25.4,75.0,22.966666666666665,11.999999999999998,1010.09,28.452,278.96666666666664,24.30529220441988,30.988422041068702,29.267809836337012,29.037777777777777,-0.6911111111111097,0,0,6.922666666666667,Low,ERA5 via Open-Meteo Historical Weather API,Reanalysis,State/UT representative coordinate
Andaman and Nicobar Islands,2014,5,27.31935483870968,29.3,25.3,82.83870967741936,24.13225806451613,298.3,1008.5645161290323,63.487741935483875,203.25806451612902,24.95751726750726,30.40635440658807,29.238378479678744,28.980860215053763,-0.8227956989247309,0,0,8.89032258064516,Low,ERA5 via Open-Meteo Historical Weather API,Reanalysis,State/UT representative coordinate
Andaman and Nicobar Islands,2014,6,27.203333333333333,28.4,25.8,85.6,24.55,313.4,1005.8466666666667,109.452,223.06666666666666,25.241728138994336,30.70831075958449,29.284289158624777,27.933333333333334,-0.0800000000000002,0,0,10.470666666666666,Low,ERA5 via Open-Meteo Historical Weather API,Reanalysis,State/UT representative coordinate
Andaman and Nicobar Islands,2014,7,26.73548387096774,27.8,25.4,86.29032258064517,24.229032258064517,333.3,1007.0193548387097,115.76903225806453,226.5483870967742,24.884010207248597,28.691914334735014,28.87843536628741,27.73677419354839,-0.32709677419354954,0,0,7.080967741935484,Low,ERA5 via Open-Meteo Historical Weather API,Reanalysis,State/UT representative coordinate
Andaman and Nicobar Islands,2014,8,26.616129032258065,27.9,24.9,84.09677419354838,23.712903225806453,220.1,1008.6387096774193,92.62451612903226,227.80645161290323,24.457968537223806,27.785525408326457,28.643326796419277,27.556559139784945,-0.2501075268817184,0,0,4.547741935483871,Low,ERA5 via Open-Meteo Historical Weather API,Reanalysis,State/UT representative coordinate
Andaman and Nicobar Islands,2014,9,26.296666666666667,27.8,24.7,85.03333333333333,23.540000000000003,283.3,1009.49,81.18,242.3,24.278032440716867,26.844165503834155,28.39147674920173,27.282444444444444,-0.19911111111111063,0,0,3.114,Low,ERA5 via Open-Meteo Historical Weather API,Reanalysis,State/UT representative coordinate
Andaman and Nicobar Islands,2014,10,26.348387096774193,27.9,24.6,82.83870967741936,23.19677419354839,333.9,1010.0322580645161,60.45677419354839,144.61290322580646,24.019357777417454,27.013590853784375,28.319143090396025,27.477849462365594,-0.28752688172043267,0,0,2.140967741935484,Low,ERA5 via Open-Meteo Historical Weather API,Reanalysis,State/UT representative coordinate
Andaman and Nicobar Islands,2014,11,26.756666666666668,28.1,25.0,80.76666666666667,23.14333333333333,185.4,1010.2966666666667,71.184,91.56666666666666,24.11620774700036,28.409754423472105,28.58869964457114,27.787111111111113,-0.3771111111111125,0,0,3.5773333333333333,Low,ERA5 via Open-Meteo Historical Weather API,Reanalysis,State/UT representative coordinate
Andaman and Nicobar Islands,2014,12,26.870967741935484,28.0,25.0,77.83870967741936,22.651612903225807,57.4,1011.2129032258064,81.49935483870968,67.03225806451613,23.80976369490783,28.585713323679087,28.533075841776196,27.401505376344087,0.02752688172042914,0,0,2.9883870967741935,Low,ERA5 via Open-Meteo Historical Weather API,Reanalysis,State/UT representative coordinate
Andaman and Nicobar Islands,2015,1,25.87741935483871,27.4,24.1,71.90322580645162,20.306451612903224,63.7,1012.7677419354839,64.42838709677419,65.96774193548387,22.006565139630194,26.01006524535763,27.261076874068213,26.824301075268817,-0.3501075268817198,0,0,0.2170967741935484,Low,ERA5 via Open-Meteo Historical Weather API,Reanalysis,State/UT representative coordinate
Andaman and Nicobar Islands,2015,2,26.114285714285717,27.5,24.4,72.60714285714286,20.760714285714283,4.6,1012.5500000000001,65.95714285714286,50.535714285714285,22.346820277936953,26.114285714285717,27.52910036922922,27.553301886792458,-0.7497304582210254,0,0,0.03428571428571429,Low,ERA5 via Open-Meteo Historical Weather API,Reanalysis,State/UT representative coordinate
Andaman and Nicobar Islands,2015,3,26.916129032258063,28.3,25.0,75.48387096774194,22.161290322580644,5.0,1012.1774193548387,44.814193548387095,151.19354838709677,23.52032716249406,28.86451930817257,28.44493373615049,28.469032258064516,-0.859354838709677,0,0,2.644516129032258,Low,ERA5 via Open-Meteo Historical Weather API,Reanalysis,State/UT representative coordinate
Andaman and Nicobar Islands,2015,4,27.666666666666668,29.4,24.9,76.16666666666667,23.040000000000003,61.8,1010.55,34.248000000000005,125.1,24.3232724169639,30.60946469235258,29.186046059866815,29.037777777777777,-0.6677777777777768,0,0,6.347666666666667,Low,ERA5 via Open-Meteo Historical Weather API,Reanalysis,State/UT representative coordinate
Andaman and Nicobar Islands,2015,5,27.616129032258065,29.5,25.6,81.3225806451613,24.074193548387097,297.7,1008.9741935483871,62.57032258064516,220.6451612903226,25.018855720702504,30.91438310227171,29.430755459526406,28.980860215053763,-0.5227956989247307,0,0,10.059032258064516,Low,ERA5 via Open-Meteo Historical Weather API,Reanalysis,State/UT representative coordinate
Andaman and Nicobar Islands,2015,6,27.220000000000002,28.7,25.5,83.9,24.246666666666666,316.7,1008.1566666666666,89.748,228.16666666666666,25.01351525522266,30.21579455247285,29.204051495302505,27.933333333333334,0.05999999999999979,0,0,9.821666666666665,Low,ERA5 via Open-Meteo Historical Weather API,Reanalysis,State/UT representative coordinate
Andaman and Nicobar Islands,2015,7,27.093548387096774,28.4,25.4,85.06451612903226,24.34193548387097,227.2,1007.8709677419355,116.6632258064516,228.06451612903226,25.057343790858656,29.933111263866575,29.149578045291324,27.73677419354839,0.03741935483870808,0,0,9.779354838709677,Low,ERA5 via Open-Meteo Historical Weather API,Reanalysis,State/UT representative coordinate
Andaman and Nicobar Islands,2015,8,26.687096774193545,28.0,25.2,85.87096774193549,24.1,259.5,1008.8354838709678,102.13548387096775,226.38709677419354,24.776381785556616,28.367322979410634,28.808701912691493,27.556559139784945,-0.1468817204301055,0,0,6.733870967741935,Low,ERA5 via Open-Meteo Historical Weather API,Reanalysis,State/UT representative coordinate
Andaman and Nicobar Islands,2015,9,26.336666666666666,27.9,25.0,85.6,23.696666666666665,473.09999999999997,1009.7066666666667,89.688,235.66666666666666,24.395566041170184,27.310995793580226,28.460347454179885,27.282444444444444,-0.22577777777777683,0,0,4.009333333333333,Low,ERA5 via Open-Meteo Historical Weather API,Reanalysis,State/UT representative coordinate
Andaman and Nicobar Islands,2015,10,26.64516129032258,28.4,24.9,83.16129032258064,23.503225806451614,295.8,1011.3516129032258,62.83741935483871,137.06451612903226,24.34835256995816,28.060458703191998,28.61670901160646,27.477849462365594,-0.05526881720430341,0,0,5.108387096774193,Low,ERA5 via Open-Meteo Historical Weather API,Reanalysis,State/UT representative coordinate
Andaman and Nicobar Islands,2015,11,26.853333333333335,28.6,25.2,83.2,23.736666666666668,167.3,1010.8266666666666,63.720000000000006,85.76666666666667,24.559700675060654,29.117354406489504,28.81780236529884,27.787111111111113,-0.06377777777777922,0,0,6.262333333333333,Low,ERA5 via Open-Meteo Historical Weather API,Reanalysis,State/UT representative coordinate
Andaman and Nicobar Islands,2015,12,26.58709677419355,28.0,24.5,78.16129032258064,22.429032258064513,78.39999999999999,1012.832258064516,70.40903225806453,56.38709677419355,23.585984979538427,27.690072702498576,28.284175967926345,27.401505376344087,-0.1531182795698936,0,0,3.033225806451613,Low,ERA5 via Open-Meteo Historical Weather API,Reanalysis,State/UT representative coordinate
Andaman and Nicobar Islands,2016,1,25.98709677419355,27.7,24.2,73.93548387096774,20.90967741935484,41.300000000000004,1013.1225806451613,69.2825806451613,42.61290322580645,22.41196402031321,26.41724222020308,27.482585730950834,26.824301075268817,-0.1630107526881716,0,0,1.2980645161290323,Low,ERA5 via Open-Meteo Historical Weather API,Reanalysis,State/UT representative coordinate
Andaman and Nicobar Islands,2016,2,26.47241379310345,27.9,24.8,73.20689655172414,21.2448275862069,0.9,1013.2068965517242,71.3296551724138,55.827586206896555,22.77336620902233,27.471193936259777,27.89979154083543,27.553301886792454,-0.4084743005855573,0,0,1.2424137931034482,Low,ERA5 via Open-Meteo Historical Weather API,Reanalysis,State/UT representative coordinate
Andaman and Nicobar Islands,2016,3,27.16774193548387,28.7,25.9,76.16129032258064,22.574193548387097,2.1,1012.1935483870968,40.05290322580645,118.06451612903226,23.856333106112146,29.743205977930792,28.71964858812143,28.469032258064516,-0.6561290322580642,0,0,3.4341935483870967,Low,ERA5 via Open-Meteo Historical Weather API,Reanalysis,State/UT representative coordinate
Andaman and Nicobar Islands,2016,4,28.546666666666667,30.3,26.7,73.33333333333333,23.279999999999998,0.5,1010.1133333333333,34.908,217.63333333333333,24.742690079270503,32.332071109959585,29.849837201153306,29.037777777777777,0.0022222222222233984,0,0,11.357666666666667,Low,ERA5 via Open-Meteo Historical Weather API,Reanalysis,State/UT representative coordinate
Andaman and Nicobar Islands,2016,5,28.700000000000003,30.3,26.1,79.03225806451613,24.648387096774194,196.3,1008.0870967741936,69.39870967741936,174.3548387096774,25.721666273689856,33.619922068552434,30.321514845560113,28.980860215053763,0.49010752688172093,0,0,19.043548387096774,Low,ERA5 via Open-Meteo Historical Weather API,Reanalysis,State/UT representative coordinate
Andaman and Nicobar Islands,2016,6,27.10666666666667,28.9,25.3,84.73333333333333,24.296666666666667,479.4,1007.7066666666667,104.22,222.5,25.023286305779283,29.533583451726038,29.14363151817126,27.933333333333334,-0.04666666666666709,0,0,9.651333333333334,Low,ERA5 via Open-Meteo Historical Weather API,Reanalysis,State/UT representative coordinate
Andaman and Nicobar Islands,2016,7,26.967741935483872,28.3,25.2,84.2258064516129,24.05483870967742,299.9,1007.9193548387096,93.0541935483871,221.4516129032258,24.818774340601745,29.41609770497895,28.98448799327584,27.73677419354839,-0.02064516129032386,0,0,7.8987096774193555,Low,ERA5 via Open-Meteo Historical Weather API,Reanalysis,State/UT representative coordinate
Andaman and Nicobar Islands,2016,8,27.22258064516129,28.3,25.4,83.96774193548387,24.241935483870968,184.0,1007.1451612903226,100.26580645161292,237.06451612903226,25.027575037221354,30.342636645407996,29.211040215434444,27.556559139784945,0.30795698924731335,0,0,10.72,Low,ERA5 via Open-Meteo Historical Weather API,Reanalysis,State/UT representative coordinate
Andaman and Nicobar Islands,2016,9,26.44,28.0,25.1,85.5,23.796666666666667,371.1,1008.6133333333333,85.98,238.96666666666667,24.48384383566999,27.162554793214742,28.553630627418308,27.282444444444444,-0.035777777777777096,0,0,4.7316666666666665,Low,ERA5 via Open-Meteo Historical Weather API,Reanalysis,State/UT representative coordinate
Andaman and Nicobar Islands,2016,10,26.664516129032258,27.9,24.7,82.03225806451613,23.309677419354838,209.3,1008.5548387096775,69.07354838709678,224.67741935483872,24.207463875437163,28.410417462999952,28.572313948208098,27.477849462365594,-0.18752688172043225,0,0,4.243870967741936,Low,ERA5 via Open-Meteo Historical Weather API,Reanalysis,State/UT representative coordinate
Andaman and Nicobar Islands,2016,11,26.88,28.4,24.7,81.0,23.276666666666664,154.5,1010.0366666666666,67.656,105.16666666666667,24.266274934764997,28.72941596581957,28.717606049362644,27.787111111111113,-0.28711111111111276,0,0,4.762666666666666,Low,ERA5 via Open-Meteo Historical Weather API,Reanalysis,State/UT representative coordinate
Andaman and Nicobar Islands,2016,12,26.358064516129033,27.7,24.7,80.12903225806451,22.593548387096774,391.9,1010.2967741935485,84.20516129032258,94.61290322580645,23.640128715870993,27.147481339162866,28.175593165982463,27.401505376344087,-0.430537634408603,0,0,1.5180645161290323,Low,ERA5 via Open-Meteo Historical Weather API,Reanalysis,State/UT representative coordinate
Andaman and Nicobar Islands,2017,1,25.91290322580645,27.2,24.0,78.83870967741936,21.90967741935484,99.6,1011.3451612903226,75.63483870967741,50.774193548387096,23.040296173059442,26.299035143839642,27.68745252504462,26.824301075268817,-0.23075268817204309,0,0,0.9480645161290323,Low,ERA5 via Open-Meteo Historical Weather API,Reanalysis,State/UT representative coordinate
Andaman and Nicobar Islands,2017,2,26.232142857142858,27.6,24.0,72.60714285714286,20.889285714285712,1.7,1012.6321428571429,62.614285714285714,71.32142857142857,22.46033815643339,26.594303692089124,27.640537895478325,27.553301886792458,-0.6033018867924539,0,0,0.2475,Low,ERA5 via Open-Meteo Historical Weather API,Reanalysis,State/UT representative coordinate
Andaman and Nicobar Islands,2017,3,26.86774193548387,28.7,25.6,73.41935483870968,21.64516129032258,8.899999999999999,1011.0903225806452,42.71225806451613,116.64516129032258,23.171123825700707,28.360681646450477,28.280261340919733,28.469032258064516,-0.9012903225806448,0,0,1.8996774193548387,Low,ERA5 via Open-Meteo Historical Weather API,Reanalysis,State/UT representative coordinate
Andaman and Nicobar Islands,2017,4,27.5,28.7,25.5,79.2,23.56,97.5,1009.9433333333333,44.88,161.83333333333334,24.609096182536458,30.65900612405508,29.203874799736827,29.037777777777777,-0.884444444444443,0,0,7.2523333333333335,Low,ERA5 via Open-Meteo Historical Weather API,Reanalysis,State/UT representative coordinate
Andaman and Nicobar Islands,2017,5,27.72258064516129,29.6,25.5,81.58064516129032,24.26451612903226,338.4,1007.5451612903227,55.50967741935484,206.1290322580645,25.161654405654737,31.488360618672154,29.547233407228763,28.980860215053763,-0.47440860215053754,0,0,11.08290322580645,Low,ERA5 via Open-Meteo Historical Weather API,Reanalysis,State/UT representative coordinate
Andaman and Nicobar Islands,2017,6,27.146666666666665,28.4,25.3,84.16666666666667,24.216666666666665,313.1,1007.7466666666667,105.6,225.03333333333333,24.979454945020052,30.06257390830027,29.14908579339288,27.933333333333334,-0.10666666666666652,0,0,9.036333333333333,Low,ERA5 via Open-Meteo Historical Weather API,Reanalysis,State/UT representative coordinate
Andaman and Nicobar Islands,2017,7,26.76774193548387,27.9,25.2,85.61290322580645,24.15806451612903,298.2,1008.0064516129032,104.30709677419355,225.03225806451613,24.81955263939439,28.623215008944662,28.87139386470135,27.73677419354839,-0.2400000000000014,0,0,6.846774193548387,Low,ERA5 via Open-Meteo Historical Weather API,Reanalysis,State/UT representative coordinate
